Noosouniini tei'oo' nenee'iihi' niiyou nuhu' huune'etiit	noosouni @@ini tei'oo @@' nenee' @@iihi' niiyou nuhu' huune'etiit
niiniiP bee3heiht heenei'isiihi'	nii @@nii @@P bee3heihi @@t heenei'isiihi'
Wohei	wohei
Noh noh heetcih'owouunonin	noh noh heet @@cih @@'owouunon @@in
Nih'iihootiino' behind the store	nih'ii @@hootii @@no' behind the store
beeheeteihin kooheetciito'owoon{o'} hi'iihi' kooko'oox hee3oohohkoni'	beeheeteihi @@n koo @@he @@et @@cii @@to'ow @@oon hi'iihi' kooko'oox hee3oohohkoni'
noh heetniixoxo'oneinee noo'oeeniihi'	noh heetn @@iixoxo'on @@einee noo'oeen @@iihi'
No'o3eiP no'o3ikobee3i'	no'o3 @@P no'o3ikobee @@3i'
wo'ei3 heebehbeeci wootii heebeh'iixoosoo	wo'ei3 heebeh @@beeci wootii heebeh @@'iixoosoo
A Noowonenoo	A noowone @@noo
notoniheihii niihenineyooheti:	notoniheihii niihen @@ineyooheti
hoowoohceitoonetiitoon huu3e' niitcebiihineetiini' ne'nii'P ne'nii'ceitoonetiitooni'	hoowooh @@ceitoonetiitooni huu3e' niit @@cebiihinootiini @@' ne' @@nii' @@P ne' @@nii' @@ceitoonetiitooni @@'
woxonoh'oe	woxonoh'oe
hiniiteh'eibetiit	hiniiteh'eibetiit
'oh hih'oowoo3eihino' niine'eeno' nuhu' hinono'eino'	'oh hih'oow @@woo3eihi @@no' niine'eeno' nuhu' hinono'eino'
cihbenohu heetiitooni'	cih @@benoh @@u heet @@iitooni @@'
Hee3neewoo3ee' hinono'eiteen	hee3nee @@woo3ee @@' hinono'eiteen
hiit niitniiseekuuheihiinoo' niiyou niiinon	hiit niit @@niiseekuuheihiinoo @@' niiyou niiinon
Noh nih'iitP niiinon 'oh he'ihsehcii3to'usibet	noh nih'iit @@P niiinon 'oh he'ih @@seh @@cii3 @@to'usibeti
Beebeet nuhu' nee'ee3oxoneeno'	beebeet nuhu' nee'ee3oxonee @@no'
he'ihniixohous nuhu' ceeeteeniini wootii tih'iixouu'oo'	he'ih @@niixohousine nuhu' ceeeteeni @@ini wootii tih'ii @@xouu'oo @@'
Noh nonii neneenin heetniiniisoonin	noh nonii neneeni @@n heetni @@iniisooni @@n
Ne'nii'toyeinousineetiini' nuhu' bisiihi'	ne' @@nii' @@toyeinousineetiini @@' nuhu' bis @@iihi'
heetcih'owouunonin beeteen	heet @@cih @@'owouunon @@in beetee @@n
Hoeii nexobeebee3i'	hoeii nexobeebee @@3i'
Ne'3ookuseet nehe' koo'oh	ne' @@3ookusee @@t nehe' koo'oh
Nokokuy nih'iit	no @@kokuy nih'iit
Hee noo'eikoohu3i' hiit	hee noo'eikoohu @@3i' hiit
Noh behiihi' hinenteeniit hee3ei'niitoneiit noh hoo'eiyeihiiho' he'ne'ii'xouwoo3i3ecootonoo3i' Hihcebe' Nih'oo3ou'u	noh beh @@iihi' hinenteeniit hee3ei' @@niiton @@eiit noh hoo'eiyeihii @@ho' he'ne'ii' @@xouwoo3i3ecooton @@oo3i' hihcebe' nih'oo3ou'u
Wohei ne'no'uxoo' heetnii'ce3ei'oot	wohei ne' @@no'uxoo @@' heet @@nii' @@ce3ei'oo @@t
'oh hoowuuni Hoownee'eesoo	'oh hoowuuni hoow @@nee'eesoo
Heihoowuni'iini niistii	heihoowu @@ni'i @@ini niistii
Say cih'oxowu	say cih @@'oxow @@u
Heetniiwo' ceese' hisei nih'ii3einoo	heet @@niiw @@o' ceese' hisei nih @@'ii3 @@einoo
honoo'eiseenoo3i niito' beh'eihoho' niitowP	honoo'eisee @@noo3i niito' beh'eihoho' niitow @@P
neixoo hee3oohohkoni' niine'eeno' hebiiino' nuhu'	neixoo hee3 @@oohohkoni' niine'eeno' he @@biii @@no' nuhu'
nih'ee3neekoxcei'ini3 hini'	nih @@'ee3nee @@koxcei'i @@ni3 hini'
Hoowuuni hoowco'okoh	hoowuuni hoow @@co' @@okohu
Hinono'eiti hinono'eiti niihinono'einin nih'ii3oot	hinono'eiti hinono'eiti nii @@hinono'eini @@n nih @@'ii3 @@oot
howoo nuhu' tihnii3bii3hiitooni'	howoo nuhu' tih @@nii3 @@bii3hiitooni @@'
Noono'eet he'iiyeiheihok hiniiteh'eiho	noono'eet he' @@iiyeih @@eihok hini @@iteh'eiho
hee	hee
he'ih'oowuniihisee niiciihehe'	he'ih @@'oowuniihisee niiciihehe'
hei'nehtiiheit scouts nih'eenentoo3i' 'ee hinit noohobeit 'ei niitobeeti'	hei' @@nehtiih @@eit scouts nih @@'een @@entoo @@3i' 'ee hinit noohob @@eit 'ei niitobeeti @@'
Neisonoo beebeniikoohut	ne @@isonoo beebeniikoohu @@t
Wo'ei3 nihniiniibeino' neih'oowuniitoneibe	wo'ei3 nih @@nii @@niibei @@no' neih'oowu @@niiton @@eibe
wootii hisei wo'ei3 honoh'oe niinee'eestoot	wootii hisei wo'ei3 honoh'oe nii @@nee'eestoo @@t
Hohou beeteen	hohou beetee @@n
Wootii hiiwoonhehe' neneeninoo noono'unihiinoo:	wootii hiiwoonhehe' neneeni @@noo noo @@no'u @@nihii @@noo
Wo'ei3 niiwonkooko'uyei'i3i'	wo'ei3 nii @@won @@koo @@ko'uyei @@3i'
nee'eeneesiini 'oh ne'ei'P tih'e3ebisee3i' 'oh he'ih'ini tookowooyeiniini{iniitiin} ho'oowu' he'ih'ootee cabin	nee'eeneesi @@ini 'oh ne' @@ei' @@P tih @@'e3ebisee @@3i' 'oh he'ih @@'ini tookowooyeini @@ini ho'oowu' he'ih @@'ootee cabin
hoowuuni hini'ibeih'inoo nuh'uuno	hoowuuni hini @@'ibeih' @@inoo nuh'uuno
He'ihneen Mary Magdalene noh Joanna noh Mary hiinoon James noh hoo3oo'o' hiseino' hini' hinii3ooneiitooninoo nih'oo3itoonoo3i' nuhu' heeyouhuuho betooheeno	he'ih @@neeni Mary Magdalene noh Joanna noh Mary hiinoon jam @@es noh hoo3oo'o' hisei @@no' hini' hi @@nii3oon @@eiitooninoo nih @@'oo3itoon @@oo3i' nuhu' heeyouhuu @@ho betoohee @@no
oh beexoo3iihi'	oh beexoo3iihi'
Wo'ei3 niitceeciiyei'inee	wo'ei3 niit @@cee @@ciiyei'i @@nee
Bisiihi' heteenetiit hetniico'oni'oo'	bis @@iihi' het @@eenetiit hetn @@ii @@co'on @@ni'oo @@'
neeyou hinee nih'iitiine'etii3i' nono'eino' hinee hii3e'	neeyou hinee nih'iit @@iine'etii @@3i' nono'ei @@no' hinee hii3e'
yeah	yeah
hini'iit Senior Day	hini'iit senior day
nih'iiteco'onbebe'init tohni'iinoo'eihiinit	nih'ii @@teco'on @@bebe'ini @@t toh @@ni'iinoo'eihiini @@t
nohci' he'iiP he'ii3ooni'i	noh @@ci' he'ii @@P he'ii3ooni'i
koo'oh	koo'oh
Tohnookenini' hiteneyooo biiti' he'ne'inoocoonini'	toh @@nookeni @@ni' hi @@teneyooo biiti' he'ne'i @@noocooni @@ni'
nihnoohowo' huutiino	nih @@noohow @@o' huutiino
Hiinoon hei'towuunoot that's my best grandpa	hiinoon hei'towuun @@oot that's my best grandpa
ciinouutono that's what they used to call the foods	ciinouut @@ono that's what they used to call the foods
3i'otox	3i'otox
Nii'iini ni'noohowo' nuhu' he'iiteihi3i he'ii3ou'u	nii'i @@ini ni' @@noohow @@o' nuhu' he'iiteihi3i he'ii3ou'u
Neetousiisiitenoono' he said	ne @@et @@tous @@iisiiten @@oono' he said
Kooxwoow he'ih'oxono'oo nehe' nih'oo3oo beebei'on	koox @@woow he'ih @@'oxono'oo nehe' nih'oo3oo beebei'on
Niibeetnee'eestooni' niinii3i'	nii @@beet @@nee'eestoo @@ni' nii @@nii @@3i'
"""wohei niiyou neixoo hoseinou'u heesnoo3oono"	wohei niiyou neixoo hoseinou'u he @@esnoo3oo @@no
NoosounentP noosounentoo3i' nih'iit	noosoun @@entoo @@P noosoun @@entoo @@3i' nih'iit
neniiso'ce3ei'oo3i' nuhu' honoh'oho'	neniiso' @@ce3ei'oo @@3i' nuhu' honoh'oho'
Nuhu' wookecii noh nihcee'inowoo3i'	nuhu' wookec @@ii noh nih @@cee'inowoo @@3i'
noh hoo3iihi' nuhu' honoh'oehiho' he'ihbeexookeeno'	noh hoo3 @@iihi' nuhu' honoh'oehiho' he'ih @@beexookee @@no'
Niiyou nuhu' ciiyoono heetne'ini neeni'ii3eihi3i'	niiyou nuhu' ciiyoo @@no heet @@ne' @@ini nee @@ni'ii3eihi @@3i'
wo'ei3 be'e'ei	wo'ei3 be'e'ei
Wootii ne'nih'iisiini ne'nih'iisinihii3i' beh'eihoho' hoo3oo'o'	wootii ne'nih'iisiini ne' @@nih'iisi @@nihii @@3i' beh'eihoho' hoo3oo'o'
Nih'ee3neehoonoxonni'i3ecoonoo tohcihniini wo'tenowoo tih'eenei'towuuneinoo	nih @@'ee3nee @@hoon @@oxon @@ni'i3ecoo @@noo toh @@cih @@'ini wo'ten @@owoo tih @@'een @@ei'towuun @@einoo
Noh nuhu' heetohtooteeceeni3 3eiikuu3eeno' hoh'onookeeno bei'ci3eini3i	noh nuhu' heetoh @@tooteecee @@ni3 3eiikuu3 @@eeno' hoh'onookee @@no bei'ci3ei @@ni3i
yeah kookokoh'outibe	yeah koo @@kokoh'outi @@be
hi'in currants in there	hi'in currants in there
hobooo 'oh niixoo nobooo	ho @@booo 'oh niixoo no @@booo
noh toh'itoxoo3i' he'ihnoonottoneeno':	noh toh @@'itox @@oo3i' he'ih @@noo @@notton @@eeno'
Cihbiinei'ee nuhu' huusi' heetihniini'cowo'ooni'	cih @@biin @@ei'ee nuhu' huusi' heetih @@nii @@ni' @@cowo'oo @@ni'
Wohei wonteesis niiseihit	wohei won @@teesisee niiseihi @@t
heetwoniini neh'einoni	heet @@woni @@ini neh' @@einoni
He'ih'oxobe' ciinoo'einon	he'ih @@'oxob @@e' ciinoo'einon
noh hunee hoo3oo'o' he'nee'eestoo3i'	noh hunee hoo3oo'o' he' @@nee'eestoo @@3i'
Niit3eiisi'i nuhu' nihniisi3ei'i3i'	niit @@3eiisi @@'i nuhu' nih @@niisi3ei'i @@3i'
nihP nihbi'nottoneihiitooni'	nih @@P nih @@bi' @@nottoneihiitooni @@'
wo'ei3 nuhu' beteenP	wo'ei3 nuhu' beteen @@P
Woow nih'ii	woow nih'ii3i'
Nehe' nihciino'oni'i3ecoot	nehe' nih @@ciino'on @@ni'i3ecoo @@t
Neheicoo	neheicoo
Neyeihei'towoohu' nuhu' huune'etiit	neyei @@hei'towoohu @@' nuhu' huune'etiit
tohuuwonniitoo'eit Tohuuwonniitoo'eit Niiyou hiP hiniiboot	tohuu @@won @@niitoo'ei @@t tohuu @@won @@niitoo'ei @@t niiyou hi @@P hi @@niiboot
wohei nii'iini	wohei nii'i @@ini
yeah niiP niice'esinihii3i'	yeah nii @@P nii @@ce'esi @@nihii @@3i'
Cenihciiteinoo' nuhu' hiine'etiit	cenih @@ciiteinoo @@' nuhu' hiine'etiit
nonii nonii	nonii nonii
'oh niiyou nuh'uuno nih'ii3ei'towuuneinoo hinee hinee neisonoo	'oh niiyou nuh'uuno nih @@'ii3 @@ei'towuun @@einoo hinee hinee ne @@isonoo
yeah	yeah
he'ihnoohoot beesibino hi3oobe' neci'	he'ih @@noohoot beesibino hi3oobe' nec @@i'
niibeetbenenoo nec	nii @@beet @@bene @@noo nec
heeyou nee'eesko'einoo' nuhu'	heeyou nee'ees @@ko'einoo @@' nuhu'
Heetbiiwoohut nehe' biiwoohut nuhu' ni'iini ceto'oo' nuhu' nihii hesowobeihiit	heet @@biiwoohu @@t nehe' biiwoohu @@t nuhu' ni'i @@ini ceto'oo @@' nuhu' nihii hesowobeihiit
yeah	yeah
Hiiwoonhehe' nonoonoohootowoo nuhu' heeneisoo' hiiwoonhehe'	hiiwoonhehe' nonoo @@noohoot @@owoo nuhu' heeneisoo @@' hiiwoonhehe'
Cihcebenoo ceeyowciineyoono	cih @@ceben @@oo ceeyowciineyoo @@no
Noh yeini'owoo' hetcih'ihce3ei'onibe	noh yeini'owoo @@' het @@cih @@'ihce3ei'on @@ibe
Noh ne'nii'bise'einit	noh ne' @@nii' @@bise'eini @@t
Ne'eesnoneet nehe' nouu	ne'i @@esnonee @@t nehe' nouu
Wohei hinee nuhu' heei'towuune3eet hei'inoo	wohei hinee nuhu' he @@hei'towuun @@e3eet hei'in @@oo
hee niixoo heebeh'ei'towuuneibe he'ii3ooni'i noh heetni'iixoniheinee	hee niixoo heebeh @@hei'towuun @@eibe he'ii3ooni'i noh heetni @@hi'i @@hiixonih @@einee
Noh tihniisiini'i hiceciniwo he'ihyihoono' hiisiihi' Jerusalem heenoo niistootiini' beesbeteeniisi'i'	noh tih @@niisiini @@'i hi @@cecniwo he'ih @@yihoo @@no' hiis @@iihi' Jerusalem heenoo niistootiini @@' bees @@beteeniisi' @@i'
Noh tohbehiisceni3o' ne'nii'behtoukutiinoo hoseinou'u	noh toh @@behiis @@ceni3 @@o' ne' @@nii' @@beh @@toukutii @@noo hoseinou'u
ceese' hiseihihi' he'ih'iisiitene'	ceese' hiseihihi' he'ih @@'iisiiten @@e'
Wohei toonhe'iicxooyeiniihi' woteexoo3i' nuhu' ciineeno hoteiciineeno nih'iisiini woowoti'enoo3i'	wohei toon @@he'iicxooyeiniihi' woteexoh @@oo3i' nuhu' hi @@ciinee @@no hotei @@ciinee nih'iisi @@ini woo @@woti'en @@oo3i'
neihoowbeetP neihoowbeetentoo huut	neihoow @@beet @@P neihoow @@beet @@entoo huut
He3ebii ne'ce'nouuso'onoo3i'	he3ebii ne' @@ce' @@nouuso'on @@oo3i'
bei'ci3ei'i heetwo'3itiinoo	bei'ci3ei'i heet @@wo'3itii @@noo
heeyou Heeyou nenei'i he'ih'ii3e'	heeyou heeyou nenei @@'i he'ih @@'ii3 @@e'
nuhu' Niiitowoonoo heetihce'eenetini' hinono'eitiit	nuhu' niiitowoo @@noo heetih @@ce' @@eeneti @@ni' hinono'eitiit
Potato salad nehe'	potato salad nehe'
wohei khoo beenhehe' hee'inowuno' 'oh hoowuuni hoowuno'o3iini huut	wohei khoo beenhehe' hee'in @@owuno' 'oh hoowuuni hoowu @@no'o3i @@ini huut
Wootii he'ih'eeneininoo'oohei'i niine'eehek nuh'uuno wonooniii'oo3i'	wootii he'ih @@'eeneininoo'ooh @@ei'i niine'eehek nuh'uuno wonooniii'oo @@3i'
'oh siinenee' niineyeihee3kuu3ei3i'	'oh sii @@nenee' nii @@neyei @@hee3kuu3 @@ei3i'
Yeah yiihoonooni neisonoo	yeah yiihoo @@nooni neisonoo
ne'ciitenou'u hi'in ko'eino'oowuu'	ne' @@ciiten @@ou'u hi'in ko'ein @@o'oowuu'
Hini' tih'iisiini' nihyihoonoo howoh'oowuu'	hini' tih'iisiini' nih @@yihoo @@noo howoh'oowuu'
Hinee beeheeteihit nonoonoyeit	hinee beeheeteihi @@t nonoo @@noyei @@t
Niicibe' ne'nih'iitcih'esooku'ootiini' 'oh huuwoonhehe' nee3ebneenoonoo'oekuu3i'	niicibe' ne' @@nih'iit @@cih @@'esooku'ootiini @@' 'oh huuwoonhehe' nee3eb @@nee @@noo @@noo'oekuu @@3i'
oh niibeebee3ibeti3i'	oh nii @@bee @@bee3ibeti @@3i'
'oh hiihoowbeetbiiwoohuno'	'oh hiihoow @@beet @@biiwoohu @@no'
'ostei	'ostei
Yeh ciibii'iihou'u nuhu' nookuho' nih'iit	yeh cii @@bii'iih @@ou'u nuhu' nookuho' nih'iit
noh hinee ce'iihi'	noh hinee ce' @@iihi'
'oh hoowuciixokuni3	'oh hoowu @@ciixoku @@ni3
koo'einou'u hiinoo'oenee'	koo'einou @@'u hiin @@noo'oenee @@'
'oh uhh konoo'nihwonokohuno'	'oh uhh konoo' @@nih @@won @@nokohu @@no'
Nuhu' hohookeenit	nuhu' hohookeeni @@t
yeah the 22nd heetnehtiiP heetihcih'entoon	yeah the 22nd heet @@nehtiitii @@P heetih @@cih @@'entoo @@n
ci' nih'ooyeit huu3e' that fair	ci' nih'ii @@oyei @@t huu3e' that fair
woow nih'iiceeceeh'einoono'	woow nih'ii @@cee @@ceeh'ein @@oono'
Heetih'owouu3ecoohe3en nohkuuhu' netei'yooniiwo'	heetih @@'owouu3ecooh @@e3en nohk @@uuhu' ne @@tei'yooniiwo'
Noh neneenin tei'yoonehe' he'iyeihii hihcebe' hootni'ii3een:	noh neneeni @@n tei'yoonehe' he'iyeihii hihcebe' hoot @@ni'ii3ee @@n
Over here nih'ii3oot neisonoo	over here nih @@'ii3 @@oot neisonoo
he'eenei3ehehk nootiihoot	he' @@eenei3eihi @@ehk nootiih @@oot
hoo3oo'o'uu hiihoowuni'iini hoowu3oowuno'	hoo3oo'o'uu hiihoowu @@ni'i @@ini hoowu3oowu @@no'
bee'exoo' hi'iihi3eti' beeteihouni'	bee'exoo' hi' @@ii @@hi3eti' beeteihouni @@'
henee3neeP siihih'oowuhto'use'	henee3nee @@P sii @@hih'oowuh @@to'use @@'
Wohei ne'neenou3i'	wohei ne' @@neenou'u @@3i'
hiiyou	hiiyou
oh okay hohou	oh okay hohou
Noh hoo'eixootiini'	noh hoo'eixootiini @@'
Noh ne'iini nih'iibeexookeet	noh ne'iini nih'ii @@beexookee @@t
Noh heetniiP heetni'iini	noh heetn @@ii @@P heet @@ni'i @@ini
heetkonoh'uutenou'u hebei'ci3ei'i	heet @@konoh @@'uten @@ou'u he @@bei'ci3ei'i
'oh teebe nihbi'ini wootii nihbi'yeeyihxoheeno'	'oh teebe nih @@bi' @@ini wootii nih @@bi' @@yee @@yihxohee @@no'
Nee'eetneyei3einoo Heseisiiniiciico'ouutou3eino'oowuu'	nee'eet @@neyei3ei @@noo heseisii @@niicii @@co'ouutou3eino'oowuu'
noh he'ihnei3ecootiin	noh he'ih @@nei3ecootiini
Teecxo' teeco'oncih'iinoo'einoo	teecxo' teeco'on @@cih @@'iinoo'ei @@noo
nooxeihi' heihow3o'niitowoot huh	nooxeihi' hei @@how3o' @@niitowoot huh
Woow ni'i3ecooheino'	woow ni'i3ecooh @@eino'
'oh heenoo heet-nee'eestoonoo3i 'oh nih'iisnee'eestoo3i'	'oh heenoo heet @@nee'eestoo @@noo3i 'oh nih'iis @@nee'eestoo @@3i'
Noh nonii hinen hihii3iihi' hinenitee he'ihbeeseenet	noh nonii hinen hihii3iihi' hinenitee he'ih @@beeseeneti
powwows wo'ei3 nuhu' nihniithoonoo'eisee3i' hini' niitbii3hiitooni'	powwows wo'ei3 nuhu' nih @@niit @@hoon @@oo'eisee @@3i' hini' niit @@bii3hiitooni @@'
Heetni'oonotoonootowoono' ho'oowuu niithoonotooneetiini'	heetn @@i' @@oon @@otoonootowoo @@no' ho'oowuu niit @@hoon @@otooneetiini @@'
noontoo3i nenitee 'oh xonou nih'iyihoot beh'eihoho	noontoo @@3i nenitee 'oh xonou nih @@'iyihoo @@t beh'eihoho
Nih'iixoohootowoonoo nih'iisniixokunoo notonihi' tih'okeciihihnoo	nih @@'iixoohootowoo @@noo nih'iis @@niixoku @@noo no @@tonihi' tih @@'okeciihih @@noo
Wohei ne'ookoho'	wohei ne'i @@okoh @@o'
ne'P ne'ceestoot ho'oowu'	ne' @@P ne' @@ceestoo @@t ho'oowu'
Nenee' noh siiyeih	nenee' noh siiyeih
CeenP xonouu heetceenP	ceen @@P xonouu heet @@ceen @@P
hoono' hoowuuni	hoono' hoowuuni
hiine'etiiwoohuut 'oh ne'3owoteneihiinoo'	hiine'etiiwoohuut 'oh ne' @@3owoten @@eihiinoo'
uhm	uhm
Then you nii3ootee'eit	then you nii3ootee'ei @@t
Hee hii3eti' nuhu' heetoono'	hee hii3eti @@' nuhu' heetoo @@no'
"""wohei niiyou heetbiine3en"	wohei niiyou heet @@biin @@e3en
'oh nuhu' niiciibenei'i ne'niini'itoo3i'	'oh nuhu' nii @@ciibe @@nei'i ne' @@nii @@ni'itoo @@3i'
Niiceh'e3tii3i' heneeneti3eihinoo3i	nii @@ceh'e3tii @@3i' heneeneti3eihi @@noo3i
He'ih'oote'ein kooxhe'ihtoyotetouu	he'ih @@'oote'ein koox @@he'ih @@toyotetouuhu
Toonhei'heebeh'ini hooxoheeseenoo hini'iit nuhu' heeneisoo'	toon @@hei' @@heebeh @@'ini hooxohoeseenoo hini'iit nuhu' heeneisoo @@'
Hee heetiihe3en 'oh beebeet heetwo'xeenot	hee heetn @@iih @@e3en 'oh beebeet heet @@wo'xeen @@ot
tei'yoonoh'o' niitoyoohowu3i'	tei'yoonoh'o' nii @@toyoohow @@u3i'
Nehe' koo'oh heesneet	nehe' koo'oh heesnee @@t
noho'ouuhu3i' ;	noho'ouuhu  @@3i'
Noh heetneyoo'uuni'	noh heet @@neyoo'uu @@ni'
hiiko hiiko	hiiko hiiko
beenhehe'	beenhehe'
'oh he'ihcee'in tohnehtoniheit nuhu' hooninou	'oh he'ih @@cee'in toh @@nehtonih @@eit nuhu' hooninou
You know I was glad nihni'i3ecoonoo tih'iini he3ebiini ko'unou'u nuhu' biibinootno	you know I was glad nih @@ni'i3ecoo @@noo tih'ii @@iini he3ebi @@ini ko'un @@ou'u nuhu' biibinoot @@no
NiiP xonou niiP they run off right away	nii @@P xonou nii @@P they run off right away
hiiko neihoowoe'in	hiiko neihoowoe'in
noh neneeninoo heneinee'ei'i3i'ookuunee ceee3i'	noh neneeni @@nee henei @@nee'ei'i @@3i'ookuu @@nee ceee3i'
Nih'eetP -eeneitciineneihi3i' nuhu' hibesiibeih'inoo nih'iit3i'ookuu3i'	nih @@'eet @@P 'eeneit @@ciineneihi @@3i' nuhu' hi @@besiibeih' @@inoo nih'iit @@3i'ookuu @@3i'
totoos be3enec nih'ii3eiinowuno' huu3e'	totoos be3enec nih'ii @@3eiin @@owuno' huu3e'
Yeah woow cesis3owounoo'ou'u	yeah woow cesis @@3owounoo'ou @@'u
Cihneeneeciihi hesiiseii	cih @@nee @@neeciih @@i he @@siiseii
he'ne'nih'iiscee'iheit niine'eehek nehe' honoh'oe	he'ne' @@nih'iisi @@cee'ih @@eit niine'eehek nehe' honoh'oe
yeah	yeah
heenei'isiihi' bii'iiheihit	heenei'isiihi' bii'iiheihi @@t
Wootii niiyou nuh'uuno heetnee'ee3ohwootiini'	wootii niiyou nuh'uuno heet @@nee'ee3ohwootiini @@'
wootii	wootii
Hee nih'iiyooyoohuno' nih'iit	hee nih'ii @@yoo @@yoohu @@no' nih'iit
Ceensih'it tei'yoonehe'	ceensih'i @@t tei'yoonehe'
Nee3ebeeseeneetowoo tohbeetniiteheibei'ee3i' bisiihi'	nee3eb @@beeseeneet @@owoo toh @@beet @@niiteheib @@ei'ee3i' bis @@iihi'
'oh hiiwoonhehe' hookohuusiihi' bei'ci3ei'i	'oh hiiwoonhehe' hookohuus @@iihi' bei'ci3ei'i
wo'ei3 ci' ci' niicenP ceese' hisei tohceentoot	wo'ei3 ci' ci' nii @@ceentoo @@P ceese' hisei toh @@ceentoo @@t
Kooneetciini'tonouneebe nih'ii3i'	koo @@ne @@et @@cii @@ni' @@tonoun @@eebe nih'ii3i'
He'iiciicxooyeiniihi' 'oh nehe' Ni'ook nih'ii3eihit wohei nooxeihi' nihbiistiit nihbiisihoot nuhu' hoh'yooxuu	he'iicxooyeiniihi' 'oh nehe' Ni'ook nih @@'ii3eihi @@t wohei nooxeihi' nih @@biistii @@t nih @@biisih @@oot nuhu' hoh'yoox @@uu
Ne'ce'noono'koohuno' tei'yoonoh'o'	ne' @@ce' @@noo @@no'koohu @@no' tei'yoonoh'o'
Nooxeihi' nihcihwonnoohowoo3i' heinosounonoh'oh'o	nooxeihi' nih @@cih @@won @@noohow @@oo3i' heinosoun @@onoh'oh'o
Hiniici3 nih'iikoyeino' nuhu' nih'iit	hini @@ici3 nih'ii @@koyein @@o' nuhu' nih'iit
ne'nih'iiP nuh'uuno biino tohuuceece'eini'	ne' @@nih'ii @@P nuh'uuno biino tohuu @@cee @@ce'ei @@ni'
Nihnoniikuutiit heeyouhuu 'oh ne'nii'heenesnoneet	nih @@noniikuutii @@t heeyouhuu 'oh ne' @@nii' @@heen @@esnonee @@t
ciiis yeah okay	ciiis yeah okay
he'ihceciito'one' hiix	he'ih @@ceciito'on @@e' hiix
yiii	yiii
Wohei heeyou nih'iit	wohei heeyou nih'iit
Tih'etebinouhuuninoo nihteco'onP ahh koh'toenowoo	tih @@'etebinouhuuni @@noo nih @@teco'on @@P ahh koh'teen @@owoo
