ta' chwaaj tachap alaaq',	ta' ch @@waaj t @@a @@chap alaaq'
wi' tene' qleen tob'ool laq b'ee	wi' te @@ne' qleen tob'ol laq b'ee
juntiir at'ok laq jaa.	juntiir at' @@ok laq jaa
Laq jaa (tene') at'ok tawesaajch qleen	laq jaa (tene') at' @@ok t @@aw @@e @@saaj @@ch qleen
para ke jilon li taya' chwe iin.	para ke jilon li t @@a @@ya' ch @@we iin
Che' sik' anm re	cha' sik' ánim re
sik' richijiil.	sik' r @@ichijil
Toons xiij sik' wunaq re.	entoons x @@iij sik' wunaq re
In in b'i' pero Dyosi' tankuxtaaj laq b'ee	in iin b'i peer Dyoos @@i' t @@an @@kuxtaa @@j laq b'ee
Che' sik' wunaq re.	cha' sik' wunaq re
Baa jaat b'en	baa jaat b'en
¿abeer neen che' Dyos chaab'?	abeer neen cha' Dyoos ch @@a @@ab'
Che' sik' anm re.	cha' sik' ánim re
Sik' wunaq	sik' wunaq
xpet laq b'ee,	x @@pet laq b'ee
pensar tren, pensar tren,	pensar t @@r @@en pensar t @@r @@en
petzelch baa tikuxtaj Dyos	petz @@el @@ch baa ti @@kuxta @@j Dyoos
¿Neen tijk'am b'i re sik' rixóqil?.	neen ti @@j @@k'am b'i re sik' r @@ixóqil
I xpe, (xpeen)	i x @@pe ???
xpet kabaal koom kab'lojuuj qeselch sik' wunaq,	x @@pet kabaal koom ??? ??? sik' wunaq
qeselch li k'ichelaaj,	qe @@sel @@ch li k'iche'laaj
qeselch jun jun utiiw k'omolch jun ajtzoo' jwi'l.	qe @@sel @@ch jun jun utiiw k'om @@ol @@ch jun ajtzoo' j @@wi'l
Kwando (te) wi' jun nim rij chee',	kwaand (te) wi' jun nim r @@ij chee'
ke sik' wunaq xmuq rib' chi rij jun nim rij chee'.	ke sik' wunaq x @@muq r @@ib' chi r @@ij jun nim r @@ij chee'
I xye' retal xqeejch man utiiw,	i x @@ye' r @@etal x @@qeej @@ch man utiiw
¡kwando tok man utiiw chi jnaaq,	kwaand t @@ok man utiiw chi j @@naaq
xtzaq jch'ool man utiiw!.	x @@tzaq j @@ch'ool man utiiw
Jwi'l tzaqoomch'olaal man utiiw kanjtzaqe' rajtzoo'.	j @@wi'l tzaq @@oom @@ch'ol @@aal man utiiw kan @@j @@t'oj @@e' r @@ajtzoo'
Entonses xpe sik' wunaq kla' xq'ajw li b'ee,	entoons x @@pe sik' wunaq kla' x @@q'aj @@w li b'ee
xk'am b'i man ajtzoo'.	x @@k'am b'i man ajtzoo'
Xtaw chi richooch.	x @@taw chi r @@ichooch
Iin xinta'ch' juun inportuun.	iin x @@in @@ta' @@ch' jun in @@portuun
Che' re sik' anm.	cha' re sik' ánim
¿Neen chiki' li?	neen chik @@i' li
Xche' sik' anm re.	x @@che' sik' ánim re
Iin xintach' juun jun qati' rex.	iin x @@in @@ta' @@ch' jun jun qa @@ti' rex
Xche' re sik' anm peyor xawalq'aajch qe,	x @@che' re sik' ánim peyor x @@aw @@alq' @@aj @@ch qe
xawelq'aajch qe rik'il kristyaan,	x @@aw @@elq' @@aaj @@ch qe r @@ik'iil kirtyaan
laq b'ee tine' wi' ajtzoo' tachapch takamsaj	laq b'ee ti @@ne' wi' ajtzoo' t @@a @@chap @@ch t @@a @@kam @@sáaj
i chwe taya' chiqeoj awaas	i ch @@we t @@a @@ye' chi @@qe @@oj awaas
chuch Dyos.	ch @@uch Dyoos
No si ri juun utiiw k'amownaqch qesélch,	no si ri juun utiiw k'am @@ow @@naq @@ch qes @@el @@ch
laq b'ee iin xinmuq wib' chirij juun chee'.	laq b'ee iin x @@in @@muq wib' chi @@r @@ij juun chee'
¡Xintzaq jch'ool!.	x @@in @@tzaq j @@ch'ool
I xkanjtzaqe' sik' ra sik' rajtzoo'	i x @@kan @@j @@tzaq @@e' sik' ra sik' r @@ajtzoo'
i xink'amch.	i x @@in @@k'am @@ch
Iinalaq'ta' tanb'an.	iin @@alaq' @@ta' t @@an @@b'an
Wen si jiloni' li,	wen si jilon @@i' li
entoons xen tijwá'xik sik' ajtzoo',	entoons x @@en ti @@j @@wa'x @@ik sik' ajtzoo'
xtijtaq, xtijtaq baa laj kaab' q'iij,	x @@tij @@taq x @@tij @@taq baa laj kaab' q'iij
lajrox q'iij ta' chiki' neen tijtij	laj @@r @@ox q'iij ta' chik @@i' neen ti @@j @@tij
che',	cha'
xe' chik sik' wunaq chik,	xe' chik sik' wunaq chik
xe' chik sik' wunaq chik,	xe' chik sik' wunaq chik
xqej chik laq b'ee, laq b'ee qesél b'ik,	x @@qej chik laq b'ee laq b'ee qe @@s @@él b'ik
xq'aax la jun niim k'ichelaaj chaq tril	x @@q'ax la jun nim k'iche'laaj chaq t @@r @@il
che',	cha'
chaq tril qesélch juun ra k'isik',	chaq t @@r @@il qe @@s @@el @@ch jun ra k'isik'
qesélch juun ra k'isik'.	qe @@s @@el @@ch jun ra k'isik'
Entoons xiij re laj raanm,	entoons x @@iij re laj ra @@anm
k'omool xresaaj jpatb'a,	k'am @@ool x @@r @@es @@aaj j @@patb'a
pwes xiij laj ránim.	pwees x @@iij laj r @@ánim
Tanqasaaj na, tanqasaaj na inpat'b'aa,	t @@an @@qa @@saj na t @@an @@qa @@saj na in @@pat'b'aa
tanye' li b'ee	t @@an @@ye' li b'ee
¿abeer neen, abeer si kwando ra k'isik'	abeer neen abeer si kwaand ra k'isik'
tijtij peent atz'aam ch'ool re tinya' re?.	ti @@j @@tij peent atz'aam ch'ool re t @@in @@ya' re
Che' re laj ránim.	cha' re laj r @@ánim
Re xresaj jpatb'aa xkanjye' li b'ee	re x @@r @@e @@saj j @@patb'a x @@kan @@j @@ye' li b'ee
xijmuqe' rib' chralaaj juun chee',	x @@i @@j @@muq @@e' r @@ib' ch @@r @@laaj jun chee'
xejmuqe' rib' chrelaaj juun chee'.	x @@e @@j @@muq @@e' (rib') ch @@r @@elaaj jun chee'
Xpe sik', pe sik', sik' sik' wunaq	x @@pe sik' pe sik' sik' sik' wunaq
xejmuqe' rib' chrelaaj juun chee'.	x @@e @@j @@muq @@e' (rib') ch @@r @@elaaj jun chee'
Kwando xil ra k'isik' qeseel ch'opiin ra k'isik' qeseelch.	kwaand x @@il ra k'isik' qe @@seel ch'opiin ra k'isik' qe @@seel @@ch
xpee xijtek'e' jpaam man jpat'b'aa sik' wunaq,	x @@pee x @@i @@j @@tek @@e' j @@paam man j @@pat'b'aa sik' wunaq
jtek'e' jpaam patb'aa sik' wunaq.	j @@tek' @@e' j @@paam patbaa' sik' wunaq
Xril koow jpatb'aa sik' wunaq	x @@il koow j @@patb'aa sik' wunaq
i xchuluun xilij jpatb'aa ra wunaq.	i x @@chulu @@n xílij j @@patb'aa ra wunaq
Entoones xiij sik' wunaq,	entoons x @@iij sik' wunaq
xiij sik' wunaq ke.	x @@iij sik' wunaq ke
Aay mat xinya' na inpetb'aa re man k'isik'	aay mat x @@in @@ya' na in @@petb'aa re man k'isik'
xaq xkanchulaaj man inpatb'aa	xaq x @@kan @@chulaa @@j man in @@patb'aa
¿Neen moo tajkoj chik b'ik?	neen mood ta @@j @@koj chik b'ik
Iin inb'e na li juun tilmiit,	iin in @@b'e na li juun tilmiit
Che' sik' wunaq.	cha' sik' wunaq
Kwando chaq li xkajne' ra k'isik',	kwaand chaq li x @@kan @@j @@ne' ra k'isik'
xch'ejej ra k'isik',	x @@ch'eje @@j ra k'isik'
xe' chik li wataal,	xe chik li wataal
xe' chik li k'ichelaaj,	xe' chik li k'iche'laaj
xjaaw b'ik, jaaw b'ik.	x @@jaaw b'ik jaw b'ik
Entonses xinb'ona' tewile' chik sik wunaq.	entonses x @@in @@b'on @@a' te @@w @@il @@e' chik sik' wunaq
Chaq tril nojsol jpatb'aa solo chaq chi pwaq nojsel.	chaq t @@r @@il nojso @@l j @@patb'aa sol chaq chi pwaq nojs @@el
Entoons kla' xuker sik' wunaq,	entoons kla' xuk @@er sik' wunaq
xuker sik' wunaq,	xuk @@er sik' wunaq
xuker xtaa re Dyos.	xuk @@er x @@ta re Dyoos
K'omo re sik' ka'n in sweerte,	k'omo re sik' ka'n in sweerte
inportuun niri.	in @@portuun niri
Che' re sik' wunaq,	cha' re sik' wunaq
xuker kla' xq'aj b'ik rik'il rixóqil.	xuk @@er kla' x @@q'aj b'ik r @@ik'il sik' @@ixóqil
Kwando xtaaw chi richooch, xiij,	kwaand x @@taw chi r @@ichooch x @@iij
xiij re rixóqil.	x @@iij re r @@ixóqil
Iin juun insweerte,	in jun in @@sweerte
inportuun xintaaw,	in @@portuun x @@in @@ta'w
ra k'isik' intantzaq jch'ool tanb'ij iin,	ra k'isik' in @@t @@an @@tzaq j @@ch'ool t @@an @@b'ij iin
xinya' inpatb'aa,	x @@in @@ya' in @@patb'a
chi nch'ol iin	chi in @@ch'ool iin
atz'aam tanye' re.	atz'aam t @@in @@ye' re
Xpe re xijtek'ee jpaam inpatb'aa,	x @@pe re x @@i @@j @@tek' @@e' j @@paam in @@patb'aa
xch'ejejch xqejch,	x @@ch'eje @@j @@ch x @@qej @@ch
xijtek'ee' inpatb'aa, chaq twiil iin	x @@i @@j @@tek' @@ee' in @@patb'aa chaq t @@w @@iil iin
xk'oner xilij inpatb'aa.	x @@k'on @@er xílij in @@patb'aa
Xinb'ij iin jchul xen	x @@iin @@b'ij iin j @@chul x @@en
i pwaq xkanjye' xilij inpatb'aa,	i pwaq x @@kan @@j @@ye' xílij in @@patb'aa
iil inpuuch ri bee. Che'. Entoons talbes ri aportuuni' li,	il in @@puuch ri bee cha' entonces talbes ri a @@portuun @@i' li
ma tz'eet, tz'eet ta'iij, k'omoo re Dyos.	ma tz'eet tz'eet t @@a' @@iij k'omo re Dyoos
I si we xawelq'aj qe awaas chuch Dyos.	i si we x @@aw @@elq' @@aaj qe awaas ch @@uch Dyoos
Che' chwe'in dyunabes.	cha' ch @@we @@in dyunabes
Lo ke xen entonses xiij re sik' anm.	lo ke x @@en entonses x @@iij re sik' ánim
¿Peer neen tiqa'an oom?	peer neen ti @@qa @@'an oombre
si ra pwaq ri xkanjye' ra k'isik' chi qe.	si ra pwaq ri x @@kan @@j @@ye' ra k'isik' chi q @@e
Xe' taq li li kayb'il	xe' taq li li kay @@b'il
i xe' chi jloq'iik ruuq sik' rixóqil,	i xe' chi j @@loq' @@ik r @@uuq sik' r @@ixóqil
jq'unikaq,	j @@q'unik @@aq
juntiir lo ke tikoj taq laj richochaq.	juntiir lo ke ti @@j @@koj taq laj r @@ichoch @@aq
I xen jwá'x richooch juntiir.	i x @@en j @@wa'x r @@ichooch juntiir
Xloq' nik'ij kwa'y,	x @@loq' nik'ij kwa'y
juntiir qleen re juntiir.	juntiir qleen re juntiir
Xen jwa'x richooch (jmaal) juntiir.	x @@en j @@wa'x r @@ichooch (jmaal) juntiir
i peechi rixóqil.	i peech @@i' sik' @@ixóqil
Entonses xril chik maq rech'elxik.	entoons x @@r @@il chik maq r @@ech'elxik
¿I neen mood man kristyaan li xb'it rib'?.	i neen mood man kirtyaan li x @@b'it r @@ib'
Ooj ojchakun laq'aab'	ooj oj @@chaak @@un laq'aab'
i wi' besees b'esel q'iij ojqeejch li chaak	i wi' abeses b'esel q'iij oj @@qej @@ch li chaak
i ta' qleen qe ta' nada.	i ta' qleen qe ta' nada
I re ya xloq'a' jkwa'y,	i re ya x @@loq' @@a' j @@kwa'y
xloq'a' juntiir.	x @@loq' @@a' juntiir
Xena' jwa'x richooch,	x @@en @@na' j @@wa'x r @@ichooch
ya wi' chaq juntiir qleen re.	ya wi' chaq juntiir qleen r @@e
¿Inchak ta' ka' chaak la jaa qe tiwa'x?.	neenchaak ta' ka' chaak la jaa qe ti @@wa'x
Xo'laqb'ee qe tjoliin.	xo'l @@aq @@b'ee qe t @@jol @@iin
Che' taq re.	cha' taq re
I ooj chaak tiqa'an	i ooj chaak ti @@qa @@'an
i ta' ojkwin.	i ta' oj @@kwin
Che' taq,	cha' taq
lo ke xen taq,	lo ke x @@en taq
xtz'onaaj taq re,	x @@tz'onaa @@j taq re
che',	cha'
xtz'onaaj taq re sik' wunaq.	x @@tz'ona @@j taq re sik' wunaq
¿Nemoo xab'an?	nemoo x @@a @@'an
¿xab'it awib'	x @@a @@b'it aw @@ib'
o alaq' xa'an?	o alaq' x @@a @@'an
o ¿neen neen xak'ayeej?	o neen neen x @@a @@k'ay @@eej
Che' taq re,	cha' taq re
No iin wi' inportuun xinta'w,	no' iin wi' in @@portuun x @@in @@ta'w
koom ataq ta'an tawila'tiqan,	koom ataq t @@a @@'an t @@aw @@il @@a' @@tiq @@a'n
iin ta' inchakuun	iin ta' in @@chaku @@n
i ta'an taq burlaar inwich,	i t @@a @@'an taq burlaar in @@wiich
ta'an taq k'ex chwee,	t @@a @@'an taq k'ex ch @@we
aasta inawile' taq iin li uuq,	aasta in @@aw @@il @@e' taq iin li uuq
li ma k'ixb'eel ta'n	li ma k'ixb' @@eel ta'n
porke li uuq inwer.	porke li uuq in @@wer
Che' re maq kristyaan,	cha' re maq kirtyaan
xok taq chijtze'j sik' wunaq	x @@ok taq chi @@j @@tze'j sik' wunaq
¿Peer nemood b'an juun toq'ob' chi qe	peer ne @@mood b'an juun toq'ob' chi q @@e
b'iij chi qe ne mo xa'an?.	b'ij chi q @@e neen mod x @@a @@b'an
Para ke xab'it ayb',	para ke x @@a @@b'it a @@yb'
xa'an awichooch,	x @@a @@'an aw @@ichooch
xaloq' awákix	x @@a @@loq' at @@wakix
juntiir akwa'y,	juntiir a @@kwa'y
wi' chaq ruuq awxóqil,	wi' chaq r @@uuq aw @@ixóqil
aq'uniik juntiir.	a @@q'uniik juntiir
Iin tanyool chawe,	iin t @@an @@yol ch @@aw @@e
koom iin insweerte	koom iin in @@sweerte
o aaber neen inb'aniik,	o aaber neen in @@b'an @@ik
ri li Dyos	ri li Dyoos
o aaber sweerte inportuun	o aaber sweerte in @@portuun
xesaajch.	x @@e @@saj @@ch
Nab'ee bweelt	nab'ee bweelt
juun juun utiiw xinmaaj rajtzoo' xijtij	jun jun utiiw x @@in @@maaj r @@ajtzoo' xi @@j @@tij
i laj kaab' q'iij chik xinb'ek	i laj kaab' q'iij chik x @@in @@b'ek
i b'eselkin li k'ichelaaj,	i b'es @@el @@k @@in li k'ichelaaj
xinq'ax li k'ichelaaj chaq twil ra k'isik' qeselch	x @@in @@q'ax li k'iche'laaj chaq t @@w @@il ra k'isik' qes @@el @@ch
i tanye' inpatb'aa re tijteek',	i t @@an @@ye' in @@patb'aa re ti @@j @@teek'
peent li kwando tijtek' inpatb'aa	peent li kwaand ti @@j @@tek' in @@patb'aa
¡Tanchap!	t @@an @@chap
tanche' laj wanm iin.	t @@an @@che' laj w @@anm iin
Jilon ta' li xeel.	jilon ta' li xeel
Xche' sik' wunaq.	x @@che' sik' wunaq
¿Nemoo xa'an chik?.	neen @@moo x @@a @@'an chik
Komoo xk'onoor,	komoo x @@k'ono @@r
xchulaaj inpatb'aa	x @@chulaa @@j in @@patb'aa
i pwaq xkanjye'.	i pwaq x @@kan @@j @@ye'
I jilon li xinb'it wi'b'.	i jilon li x @@in @@b'it w @@i'b'
Iin xaq li tanb'iij chawe,	iin xaq li t @@an @@b'iij ch @@aw @@e
lo ke lo ke xye'sáj chwe iin.	lo ke lo ke x @@ye' @@sáj ch @@we iin
Entoons xiij man wunaq.	entoons x @@iij man wunaq
¿Tye'sáji' chwe'in	t @@ye' @@sáj @@i' ch @@we' @@i'n
si iin tanb'an we in?	si iin t @@an @@b'an we iin
Che' man juun re che'.	che' man jun re cha'
Ta' modoo tanb'ij chawe	ta' modoo t @@an @@b'ij ch @@aw @@e
aan kita' ta'an,	aan kita' t @@a @@'an
si aat tawile' aan	si aat t @@aw @@il @@e' aan
si ta' ta'an,	si ta' t @@a @@'an
si ta' ta'an, pe awetzel chwe,	si ta' t @@a @@'an pe aw @@etzel ch @@w @@e
inbidyoso	inbidyoso
che' tene' chwe,	che' tene' ch @@we
mojor b'an aprobaar	mojor b'an aprobaar
ab'eer neen tye'sáj chawe aat.	ab'eer neen t @@ye' @@sáj ch @@aw @@e aat
Che' re che'.	cha' r @@e cha'
Toos inb'e na.	entoons in @@b'e na
Che' re,	cha' re
xpe re	x @@pe r @@e
che',	cha'
kabaal kab'lojuuj mismoo,	kabaal kab'lojuuj mismoo
xpe re	x @@pe re
che'	cha'
xijye' jpatb'aa,	xi @@j @@ye' j @@patb'aa
xijye' jpatb'aa ¿lamaas, lamaas?	xi @@j @@ye' j @@patb'aa lamaas lamaas
Taal luwaar jilon li,	taal luwar jilon li
jilon li ta'an.	jilon li t @@a @@'an
Che' re,	cha' re
Bween.	bween
Xpe re xresaaj jpatb'aa,	x @@pe re x @@r @@e @@saj j @@patb'aa
xijye' chik jpatb'aa.	xi @@j @@ye' chik j @@patb'aa
¡Kwando chaq tijtaw!	kwaand chaq ti @@j @@taw
meer kab'lojuuj	meer kab'lojuuj
che'.	cha'
Tijiniij k'ichelaaj qeselch.	ti @@jinii @@j k'ichelaaj qe @@sel @@ch
¡Ya xpeti'n, ya xpeti'n!.	ya x @@pet @@i'n ya x @@pet @@i'n
Entoon ya wi' chaq insuweerte.	entoons ya wi' chaq in @@suwerte
Tijiniin xpet,	ti @@j @@iniin x @@pet
che'.	cha'
Kwaand kabaal	kwaand kabaal
kwando tijiniin xpet,	kwaand ti @@j @@inin x @@pet
che',	cha'
tijiniin	ti @@j @@iniin
etqe, b'uq'ch chi chee' qeselch	etqe b'uq' @@ch chi chee' qe @@sel @@ch
che'.	cha'
Chaq tril ke juun nimlaaj kumetz xelch	chaq t @@r @@il ke jun nim @@laaj kumatz x @@eel @@ch
che',	cha'
xeel juun nimlaaj kumetz chi rij	x @@eel jun nim @@laaj kumatz chi r @@ij
che'.	cha'
Entoons jwi'l tzaqom ch'olaal	entoons j @@wi' tzaq @@om ch'ool @@aal
mejor xe' chi richooch	mejor xe' chi r @@ichooch
xe' jb'ij	xe' j @@b'ij
che'.	cha'
Ke estoo juntiir li	ke estoo juntiir li
¿Neen chak aat,	neen chaak aat
nemoo xab'an aat?.	ne @@moo x @@a @@b'an aat
Ke kumetz k'u'ta' xeel chawij,	ke kumatz k'uta' x @@eel ch @@aw @@ij
i iin juun nimlaaj kumetz xeel chwij.	i iin jun nim @@laaj kumatz x @@eel ch @@w @@ij
Che' re.	che' re
Sabeer talbees ta' kuxteel Dyos awi'l,	saber talbees ta' kuxte @@el Dyoos a @@wi'l
pi we iin Dyos tankuxtaaj,	pi we iin Dyoos t @@an @@kuxtaa @@j
i Dyos xa' chwe.	i Dyoos x @@ya' ch @@we
Che' sik' wunaq re.	cha' sik' wunaq re
Peer ta'an chi na aprobaar	peer t @@a @@'an chi na aprobaar
¿abeer neen tqeej chinwch?	abeer neen t @@qej ch @@in @@wch
Che',	cha'
li tijya' taq na chwe	li t @@j @@ya' taq na ch @@we
che'.	cha'
Xpe na laj kaab' q'iij	x @@pe na laj kaab' q'iij
xe' chik juntiir,	xe' chik juntiir
xijye' chik jpatb'aa.	x @@i @@j @@ye' chik j @@patb'aa
Tijiniin xqeej chik laj kab'lojuuj chik	ti @@j @@iniin x @@qej chik laj kablajuuj chik
che'.	cha'
¡Kwando xpe man kumetz!	kwaand x @@pe man kumatz
che',	cha'
xijye' sutaaj rib' xilij jpetb'aa	x @@i @@j @@ye' sut @@aaj r @@ib' xílij j @@petb'aa
che',	cha'
xkanjye' jsaqmolb' xilij	x @@kan @@j @@ye' j @@saqmolb' xílij
che'.	cha'
Xkanjye' saqmolb' xilij man patb'aa.	x @@kan @@j @@ye' saqmolb' xílij man patb'aa
Xpe re	x @@pe re
che'.	cha'
Xk'amch maq saqmolb'	x @@k'am @@ch maq saqmolb'
che',	cha'
xk'am maq saqmolb'	x @@k'am maq saqmolb'
xu' laj richooch,	xu' laj r @@ichooch
xen juun jkojoon	x @@en jun j @@kojon
i xya' maq saqmolb' xilij	i x @@ya' maq saqmólb' xílij
che'.	cha'
Ri inpwaqi' ri,	ri in @@pwaq @@i' ri
saqmolb' xya' taq chwe,	saqmólb' x @@ya' taq ch @@we
trena' bolbeer pwaq li.	t @@re @@na' bolober pwaq li
Che',	cha'
i xpe kwaand xejb'ij re sik' wunaq.	i x @@pe kwaand xe @@j @@b'ij re sik' wunaq
In saqmolb' xye'saaj chwe.	in saqmólb' x @@ye' @@saj ch @@we
A, aat atilw	a aat at @@il @@w
koom kada kyeen rik'il jsuweerte.	koom kada kyeen r @@ik'iil j @@suwerte
Che' sik' wunaq re.	che' sik' wunaq re
Si pwes.	si pwees
Xpe sik' wunaq	x @@pe sik' wunaq
maas xen chik qleen re.	maas x @@en chik qleen re
I re koom wi'l jtz'i'aal re pwaq	i re koom wi'l j @@tz'i' @@aal re pwaq
i xan jkojon.	i x @@an j @@kojon
Li inpwaqi'n.	li in @@pwaq @@i'n
Kwando xeel uxiib' q'iij,	kwaand xeel oxib' q'iij
xeel uxiib' q'iij	xeel oxib' q'iij
che'.	cha'
Maq saqmolb' ke xa' li kajon	maq saqmolb' ke x @@a @@ya' li kajon
kumetz xen bolber.	kumatz x @@en bolber
Kumetz xen bolber,	kumatz x @@en bolber
xen kumetz juntiir chaq, chaq ch'aaw maq kumetz la jaa	x @@en kumatz juntiir chaq chaq ch'aaw maq kumatz la jaa
che'.	cha'
I xen wunaq sipoj rqan,	i x @@en wunaq sipoj r @@aqan
sipoj juntiir, sipoj	sipoj juntiir sipoj
che'.	cha'
Juntiir xyajer juun q'aaq'	juntiir x @@yaj @@er jun q'aaq'
xpe chi rij.	x @@pe chi r @@ij
I koom yaaji' tirile' man kojoon.	i koom yaj @@i' ti @@r @@il @@e' man kojon
Wi' chaq inpwaq tinkunaaj wib'.	wi' chaq in @@pwaq t @@in @@kuna @@j wib'
Che',	cha'
chaq tril maq kumetz	chaq t @@r @@il maq kumatz
che'.	cha'
Entoons sik'iij kristyaan	entoons sik'ii @@j kirtyaan
¿Neen chek juun kristyaan li?.	neen cheek juun kirtyaan li
Xe'saj qleen re	x @@e'sa @@j qleen re
i iin no	i iin no'
iil lo ke xye'sáj chwe in,	iil lo ke x @@ye' @@sáj ch @@we iin
kumetz ye'sáj chwe.	kumatz ye' @@sáj ch @@we
Lo ke jsuweerte juun kristyan,	lo ke j @@suwerte jun kirtyaan
juun meb'a' laj kristyaan,	jun meb'a' laj kirtyaan
ta' tarayaaj taq por ke awaasi'.	ta' ti @@ray @@aaj taq por ke awaas @@i'
Iil lo ke xye'sáj chwe iin,	il lo ke x @@ye' @@sáj ch @@we iin
jwi'l intz'i'al re pwaq,	j @@wi'l in @@tz'i' @@al re pwaq
kumetz xye'sáj laj wichooch.	kumatz x @@ye' @@sáj laj w @@ichooch
Che',	cha'
i xaq li xkanjb'ij re kristyaan	i xaq li x @@kan @@j @@b'ij re kirtyaan
xkaam kristyaan.	x @@kam kirtyaan
Porke xrayeej jwiich sik' meb'a' laj wunaq.	porke x @@raye @@j j @@wiich sik' meb'a' laj wunaq
Entoons ri li tanb'ij,	entoons ri li t @@an @@b'ij
ta' tzii tirayej lo ke wi' re kristyaan,	ta' tzii ti @@rayee @@j lo ke wi' re kirtyaan
nemood re tichakuun juun	ne @@mood re ti @@chakuu @@n jun
i retami' li Dyos neen tren chib' juun.	i r @@etam @@i' li Dyoos neen t @@r @@en chib' jun
Dyosi' tya'w re juun.	Dyoos @@i' t @@ya' @@w re jun
Ji'n.	jii'n
K'omoo chawe	k'amoo ch @@aw @@e
Anastasyo re man etámb'il ri.	Anastasyo re man etam @@b'il ri
byen qaaj Leandro loq' chaq atch'aw tqa'an grabar atziij ayolij. Lajorii tinb'iij jurel inyolj,	bien qaaj leandro loq' chaq at @@ch'aw t @@qa' @@an grabar a @@tziij a @@yolij lajorii t @@in @@b'iij ju @@rel in @@yol @@j
ri' jb'iij re lwaar la Lagunita.	ri' j @@b'iij re lwaar la lagunita
Jb'iij re lwaar la Lagunita,	j @@b'iij re lwaar la Lagunita
tib'j taq ójr qaqaaj qachuuch,	ti @@j @@b'ij taq ójr qa @@qaaj qa @@chuuch
jb'iij li sib'ooy.	j @@b'iij li sib'ooy
I ri' k'uli,	i r @@i'n k'u @@li
ójor taq tziij kita' jaa,	ójor taq tziij kita' jaa
ra kiib' uxib' jaa qe wi'.	ra kiib' oxib' jaa qe wi'
Juun jaa jb'iij	juun jaa j @@b'iij
Keel Tooj,	keel tooj
jun chik jb'iij Xwaan Yaat,	jun chik j @@b'iij xwaan yaat
Ri' k'uli	ri' k'u @@li
kita' k'ii taq	kita' k'ii taq
taq ra jaa	taq ra jaa
wi' jli li li sib'ooy.	wi' jli li li sib'ooy
Jb'iij li sib'ooy	j @@b'iij li sib'ooy
jwi'l qe taq ra woron wi' kla',	jwi'l qe taq ra woron wi' kla'
pur riliik b'ik sib'ooy.	pur r @@il @@iik b'ik sib'ooy
Ri' k'uli xij taq ójr qamaam qatiit'	ri' k'u @@li x @@ij taq ójor qa @@maam qa @@tiit'
re xkan jkoje' taq jb'iij	re x @@kan j @@koj @@e' taq j @@b'iij
ra uleew li sib'ooy.	ra uleew li sib'ooy
I rik'u chi li	i ri @@k'u chi li
