Ncblo lcng nzrlimzng x lr Gwalekana esz' .	ncblo lcng nz @@rlimz @@ng x lr Gwalekana esz' .
"Nqvi lrde yzprlzm mz nua'mu scde bq ."""	"nqvi lr @@de yzpr @@lz @@mq mz nua'mu sc @@de bq ."""
Trtenge x lxenge drtqdr Melomate x Ilrmztangi .	trte @@nge x lxe @@nge drtq @@dr Melomate x Ilrmztangi .
Mzli lcde tqkaputr-ngrbz Aijz Nzlvz , Mama Jos Enre Wes sc tqmnc elr .	mzli lcde tq @@kaputr @@ngr @@bz Aijz Nzlvz , mama Jos Enre Wes sc tq @@mnc elr .
Mz yiz 1954 nide kc tqyrlz-ayrnr-ngrne .	mz yiz 1954 nide kc tq @@yrlz @@ayrnr @@ngr @@ne .
Nzvomqng badr doa lr manyzdeng x nzmnctrp Lwovz kxpipz , murde kzdq kc lrmztangi kzble sc tqmnc mz ma nyz Rik Biukan mrkc Bznwz .	nz @@vo @@mq @@ng badr doa lr ma @@nyz @@de @@ngq x nz @@mnc @@tr @@mq Lwovz kxpipz , murde kzdq kc lrmztangi kzble sc tq @@mnc mz ma nyz Rik Biukan mrkc Bznwz .
Nigr kcng tzmnctxpwz mz newz Tzlede , nigr kc tqmu-ngrbe mz nc nzlu kcng esz'mz x nc naq kc esz' .	nigr kcng tz @@mnc @@tx @@pwz mz newz Tzlede , nigr kc tq @@mu @@ngr @@be mz nc nzlu kcng esz'mz x nc naq kc esz' .
Dwaobzkr a' lvabetxpwzkr , murde gq kcng yrbutipeng mz lue .	dwa @@o @@bz @@kr a' lvabe @@tx @@pwz @@kr , murde gq kcng yrbu @@ti @@pe @@ng mz lue .
Krlc skul nyzdr Roman x yrmq kxetu r skul lcde , Mama Sevenoklck .	krlc skul nyz @@dr Roman x yr @@mq kx @@etu r skul lcde , mama Sevenoklck .
X nzrpimlr kx kc tqrpna'-ngrm lcsu kc waelas scgu trka .	x nz @@r @@pi @@mq @@lr kx kc tq @@rpna' @@ngr @@mq lcsu kc waelas sc @@gu trka .
Yrkrbzkr bade , sc tqrpipemle bagr kx , “ Mzli ka ninge kc narlxngiti-atepex , murde mc-angidrpex mz mzke' kxmu nzxplrkr x nzokatrkr drka' ne tzsiu lcng .	yrkr @@bz @@kr bade , sc tq @@r @@pi @@pe @@mq @@le bagr kx , “ mzli ka ninge kc na @@r @@lxngiti @@ate @@pe @@x , murde mc @@angidr @@pe @@x mz mz @@ke' kxmu nz @@xplr @@kr x nz @@okatr @@kr drka' ne tzsiu lcng .
Wisol lc dalr nzoliqkr leplz amrlx , murde lcsukxlvc scdr lr Japan sc tzlvcmqng nabomlr Luga .	wisol lc dalr nz @@oliq @@kr leplz amrlx , murde lcsu @@kx @@lvc sc @@dr lr Japan sc tz @@lvc @@mq @@ng na @@bom @@lr Luga .
Nzkapxmlr dabukr bona kcng li sc tzangcpebzlr mz Ncbr .	nz @@kapx @@mq @@lr dabu @@ngr bona kcng li sc tz @@a @@ngc @@pe @@bz @@lr mz ncbr .
"Rpibo bade kx , "" Tqyrkelvzx nc nzlu kc yrplatrngr narm mztupe ."""	"r @@pi @@bo bade kx , "" tq @@yrke @@lvz @@x nc nzlu kc yrpla @@tr @@ngr nar @@mq mz @@tu @@pe ."""
X krali vztr-kzpz glqlzmle Aijz , rtco-ngrde bxpizpx ncte li .	x kra @@li vz @@tr @@kz @@pz glq @@lz @@mq @@le Aijz , rtc @@o @@ngr @@de bxpiz @@px @@Ø nctq @@de li .
Zbz mz yiz kcng emwrngr mz nzwzngr lc , nzglxpe kzdung leplz nzwzngr lc , x doa nzkqlupeng kx nzprtr-kzpqng mz nzwz-lxblr-krgr badr .	zbz mz yiz kcng emwr @@ngr mz nz @@wz @@ngr lc , nz @@glx @@pe kzdung leplz nz @@wz @@ngr lc , x doa nz @@kqlu @@pe @@ngq kx nz @@prtr @@kz @@mq @@ng mz nz @@wz @@lxblr @@kr @@gr badr .
Luekxpiz ngr drka' kang kqlu mnqtipele , nzmulr drtqde namrlz .	luekxpiz ngr drka' kang kqlu mnq @@ti @@pe @@le , nz @@mu @@lr drtq @@de na @@mrlz @@Ø .
Nzrkalzmqngq , sc tzvzpe-kaing .	nz @@rkalz @@mq @@ngq , sc tz @@vz @@pe @@kai @@ng .
Rpibo kx , “ Trtingr , makxpele ninge blzmr nadq .”	r @@pi @@bo kx , “ trtingr , makx @@pe @@le ninge blzmr nadq .”
Mama lc nide lr Inglan x mnc Namc .	mama lc nide lr Inglan x mnc Namc .
23 . Mzdealwx Rlxngiti Mz Nzmc-krde Zmatq Ngr Nzrkatxngr Zyagox	23 . Mzdealwx r @@lxngiti mz nz @@mc @@kr @@de zmatq ngr nz @@r @@katx @@ngr zyagox
Sc tqrpnz'pebz kc , katris kc tu mz mqde x sc tqnepe .	sc tq @@r @@pnz' @@pe @@bz kc , katris kc tu mz mq @@de x sc tq @@ne @@pe .
Kx krlzlzbo kc mrkc tqplrkqtu , sc tzngrlalvztipelr ninge bingar .	kx krlz @@lz @@bo kc mrkc tq @@plrkqtu , sc tz @@ngrla @@lvz @@ti @@pe @@lr ninge bingar .
Mz nibr nzmu-krgr , nztelvzlr mz Menabz kc nyr nzangcti-ngrdr ncvr ngr bona , nc , muli dakxnzng kx yctxo x leu rdrng amrlx .	mz nibr nz @@mu @@kr @@gr , nz @@telvz @@lr mz Menabz kc nyr nz @@a @@ngc @@ti @@ngr @@dr ncvr ngr bona , nc , muli dakxnzng kx yctxo x leu r @@dr @@ngq amrlx .
Lrlvz tcprtrngr nanycde mqngr drka' kc tqtutxpxm mz naonrx .	Lrlvz tcprtr @@ngr nanyc @@de mqngr drka' kc tq @@tu @@tx @@px @@mq @@Ø mz naonrx .
Mz zbq kc navope-ngrgr , kxetu rgr rkatxm mnrgr br nr mc , blxget , lrpz x dakxnzng .	mz zbq kc na @@vo @@pe @@ngr @@gr , kx @@etu r @@gr r @@ka @@tx @@mq mnr @@gr br nr mc , blxget , lrpz x dakxnzng .
Zbz mzli kc tzmncpe-ngrmlr Mama Josis Balq nidr ncdr olvz rde , Elsie , nzprtr-kzpqng mz nzrtekqtrngr Natq Gct abzo mz yiz 1996 .	zbz mzli kc tz @@mnc @@pe @@ngr @@mq @@lr mama Josis Balq nidr ncdr olvz r @@de , Elsie , nz @@prtr @@kz @@mq @@ng mz nz @@r @@tekqtr @@ngr natq Gct abzo mz yiz 1996 .
Mz yiz 1934 kzdq lcsu sc Gzpman vom drtqde Aijz .	mz yiz 1934 kzdq lcsu sc gzpman vo @@mq drtq @@de Aijz .
Mzke' tqopxpe-ngrde nubla nzyrleti-krde mz lrpzki .	mz @@ke' tq @@opx @@pe @@ngr @@de nubla nz @@yrle @@ti @@kr @@de mz lrpzki .
Kx krlzlzbzkr ma kc , sc tqrlxtipebzkr toki mz kzdq mqngr drka' kx tutxpxm mz naonrx .	kx krlz @@lz @@bz @@kr ma kc , sc tq @@rlx @@ti @@pe @@bz @@kr toki mz kzdq mqngr drka' kx tu @@tx @@px @@mq @@Ø mz naonrx .
Kzdu mzli mrlc Narnztilolx , trtenge nzamcti mz nzwzti-krbzle ma nyz kzdung ncblo .	kzdu mzli mrlc Narnztilolx , trte @@nge nz @@amc @@ti mz nz @@wz @@ti @@kr @@bz @@le ma nyz kzdung ncblo .
10 . Nzmncpe-krgr Narnztilolx	10 . nz @@mnc @@pe @@kr @@gr Narnztilolx
X sc tqpipebzle kx waea lc trka-esz'ngr , nzmu nangi nigu enqmi yrkrtxtrku .	x sc tq @@pi @@pe @@bz @@le kx waea lc trka @@esz'ngr , nzmu na @@ngi nigu enqmi yrkr @@tx @@tr @@ku .
Yzuo Nabzlue x mwikr Ncnia .	yzuo Nabzlue x mwi @@kr Ncnia .
Mz vau r yiz 1956 ninge kc tqvopex mz Saotzn Kros 7 mrkc Alankaula .	mz vau r yiz 1956 ninge kc tq @@vo @@pe @@x mz Saotzn Kros 7 mrkc Alankaula .
X sc tzyzlupe-mopwzng .	x sc tz @@yzlu @@pe @@mou @@bz @@ngq .
Nzwzngr li kx mzli boitx nzwztr-krngeng elr .	nz @@wz @@ngr li kx mzli boi @@tx nz @@wz @@tr @@kr @@nge @@ngq elr .
73 . Gari Saemons Lalztq mz Nzycmnekr Lr Trmctu ka	73 . Gari Saemons lalztq mz nz @@ycmne @@kr lr trmctu ka
81 . Trpnzngr Kx Tum Mz Nibrgr	81 . trpnzngr kx tu @@mq mz nibr @@gr
X xlr-moukr mz temz Eprol kx lr Austrelia x Niu Silan nzokatrpe-kzlr Inglan .	x xlr @@mou @@kr mz temz Eprol kx lr Austrelia x Niu Silan nz @@okatr @@pe @@kz @@lr Inglan .
Mz 18 Jenwzri 1968 Kxetu r skul , Pilip Bomio vzm bange Mona Skul .	mz 18 Jenwzri 1968 kx @@etu r skul , Pilip Bomio vz @@mq @@Ø bange Mona Skul .
Doa lcde lu , drtqde Agnes Inaoxngr .	doa lcde lu , drtq @@de Agnes Inaoxngr .
Pibz Mwekati bade x rpibzle kx , eu , na-abzbzlr ena .	pi @@bz Mwekati bade x r @@pi @@bz @@le kx , eu , na @@abz @@bz @@lr ena .
Mzli kc tqyangr-kaipzkr nrwx vo .	mzli kc tq @@ya @@ngr @@kai @@pz @@kr nrwx vo .
45 . Nzrtangrtingr Lclr Teomo X Merikol Kranzlvqn Mz Mzli R Vea	45 . nz @@rtangrti @@ngr lclr teomo x merikol kranzlvqn mz Mzli R Vea
35 . Nzprtr-krnge Mz Skul Kc Veranaso	35 . nz @@prtr @@kr @@nge mz skul kc Veranaaso
Vo-ngrmle Nzryrngrkxtr kxmrna natekqtr mz Natqgu .	vo @@ngr @@mq @@le nzryrngrkxtr kx @@mrna na @@tekqtr mz Natqgu .
X Residen Komisina nidr mz DO nzvzo-kzng x nzmncng Auki .	x Residen Komisina nidr mz DO nz @@vz @@o @@kz @@ng x nz @@mnc @@ngq Auki .
Kx mncpex kc Alankaulz sc tqmcpex kx nike pim tzsiu Jon bange mrkc Nea da zpwxtx .	kx mnc @@pe @@x kc Alankaulz sc tq @@mc @@pe @@x kx nike pi @@mq tzsiu Jon bange mrkc Nea da zpwx @@tx .
Rpibo bade kx , “ Trmcwxu , a' kzdu doa lr skul ka nzvz-ngrmlr bange nzwrde tq , nzrpilr nakabo du kio nem nangi nadr , a' rpwa'-ngrbo badr .	r @@pi @@bo bade kx , “ tr @@mc @@x @@u , a' kzdu doa lr skul ka nz @@vz @@ngr @@mq @@lr bange nzwr @@de tq , nz @@r @@pi @@lr na @@ka @@bo du kio ne @@mq na @@ngi na @@dr , a' rpwa' @@ngr @@bo badr .
Vzpxbzkr me yc-lxlr , kzdq kc Japan sc tqrwzso raes mz lue .	vz @@px @@bz @@kr me yc @@lxlr , kzdq kc Japan sc tq @@r @@wzti @@o raes mz lue .
Zbz nigr kc tqvzpekr .	zbz nigr kc tq @@vz @@pe @@kr .
Lika nede tryclvzopeu mz nzmwa-krde ncboi kxkqlu , x nenq etunepx zlwz kz mz nzwq-krde mz nzvzdzpe-krm nepi wq .	lika ne @@de tr @@yc @@lvz @@o @@pe @@u mz nz @@mwa @@kr @@de ncboi kx @@kqlu , x nenq etu @@ne @@px zlwz kz mz nz @@wq @@kr @@de mz nz @@vz @@dz @@pe @@kr @@mq nepi wq .
Kx yrkrpxx kc mz nzalvztrngr yzlumc x ninge kc tqmncpex Nepa' .	kx yrkr @@px @@x kc mz nz @@alvztr @@ngr yzlu @@mq @@x x ninge kc tq @@mnc @@pe @@x Nepa' .
Zbz kzdq doa lr Isabel drtqde Daniel Dani x ninge tqpipem Bisop bagr kx nigr kx navzbz mz Mr Lore .	zbz kzdq doa lr Isabel drtq @@de Daniel Dani x ninge tq @@pi @@pe @@m bisop bagr kx nigr kx na @@vz @@bz mz Mr Lore .
Drka' nedr kc tqngi drtqde Gct .	drka' ne @@dr kc tq @@ngi drtq @@de Gct .
Mzli kcpwz xlrbzkr masingan kxkqlu rpnz'pe mz nabz nc nzlu kc .	mzli kcpwz xlr @@bz @@kr masingan kx @@kqlu r @@pnz' @@pe mz nabz nc nzlu kc .
Rtctx-ngrgr nqni kcng x nigr kcng tqngrlrpekr mz gq kcng .	rtc @@tx @@ngr @@gr nqni kcng x nigr kcng tq @@ngrlr @@pe @@kr mz gq kcng .
Metalo lcde mnc mz trmctu Nemya mrkc Nea .	Metalo lcde mnc mz Trmctu Nemya mrkc Nea .
Nigr kc tqmukr banyapu , pwrkilvc-ngrgr nzbxli-lvco-krmlr mz kzdq nar newz x mzli lcdepwz nzrpna'neope-krmlr .	nigr kc tq @@mu @@kr banyapu , pwrkilvc @@ngr @@gr nz @@bxli @@lvc @@o @@kr @@mq @@lr mz kzdq nar newz x mzli lcde @@pwz nz @@r @@pna' @@ne @@o @@pe @@kr @@mq @@lr .
Da Kx Mclx Kx Prtzting	da kx mc @@x kx prtz @@ti @@ngq
Krlc merikol kc kai .	krlc merikol kc kai .
09 . Nzrlasz-krgr Mztea Mzdxmingr	09 . nz @@rlasz @@kr @@gr mztea Mzdxmingr
Lrlvz vzm sc tqdwatrpekr ncdr brma .	Lrlvz vz @@mq @@Ø sc tq @@dwa @@tr @@pe @@kr ncdr brma .
67 . Mncx Mzlo Skul	67 . mnc @@x Mzlo Skul
"Nzrpibz tzsiu kcng kx , "" Nartwzobz da leplz mrkc Bwzng , murde kztegr kxnzkqlu sc tzmncng elr ."""	"nz @@r @@pi @@bz tzsiu kcng kx , "" na @@r @@twz @@o @@bz da leplz mrkc Bwzng , murde kzte @@gr kx @@nz @@kqlu sc tz @@mnc @@ngq elr ."""
Mzli kc tqalvc-lzbq-ngrgr ninge kc tqnepex .	mzli kc tq @@alvc @@lzbq @@ngr @@gr ninge kc tq @@ne @@pe @@x .
Mnckr badr kz kcng doa lr Gela .	mnc @@kr badr kz kcng doa lr Gela .
Rpibz Mzdealwx mz Mwekati kx , “ Pibz bade na-abzbzlr , murde kx tqmrlzx , ninge kc tqlxngiti-atex drka' nedr Gct .”	r @@pi @@bz Mzdealwx mz Mwekati kx , “ pi @@bz bade na @@abz @@bz @@lr , murde kx tq @@mrlz @@x , ninge kc tq @@lxngiti @@ate @@x drka' ne @@dr Gct .”
X temz otxpx esz' mou nzprtr-mopwq kcng bagr .	x temz otxpx esz' mou nz @@prtr @@mou @@mq kcng bagr .
Dzbede kcng li-lxblr , kzdq bomle ezpct x kzdq bomle kampi nyzdr lr Japan .	dzbede kcng li @@lxblr , kzdq bom @@le ezpct x kzdq bom @@le kampi nyz @@dr lr Japan .
Mz temz Jenwzri ngr yiz 1940 ninge kc tqatwzlrpe Dckta Fox Veranaso .	mz temz Jenwzri ngr yiz 1940 ninge kc tq @@atwzlr @@pe dckta Fox Veranaaso .
Nzvzmqng mrkc mz nabxbz kc skulboe ngr Alankaula nzpwxng .	nz @@vz @@mq @@ng mrkc mz nabxbz kc skulboe ngr Alankaula nz @@pwx @@ngq .
Sc tzvzbeng mrkc tqvongr nabr x trpnzngr lue ngrde x nzlu kxpo kcng tztwznedr sc tqyrkrpe x drtwrdr sc tqbrlx-kzpe mou .	sc tz @@vz @@be @@ng mrkc tq @@vo @@ngr nabr x trpnzngr lue ngr @@de x nzlu kx @@po kcng tz @@twz @@ne @@dr sc tq @@yrkr @@pe x drtwr @@dr sc tq @@brlxkz @@pe mou .
Silas Prpx , Anika Ikai , x kzdung kz leplz mou nzokatr-kzplr nigr mz nzryrngr nabzkxtrng .	Silas Prpx , Anika Ikai , x kzdung kz leplz mou nz @@okatr @@kz @@mq @@lr nigr mz nzryrngr nabz @@kx @@tr @@ngq .
Kzdq nrc kxetu vztrpz x rtclz-ngrde Aijz mz nartrkla .	kzdq nrc kx @@etu vz @@tr @@pz x rtc @@lz @@ngr @@de Aijz mz nartrkla .
A' nzmctrpemlr nigr , sc tzlvc-rlrupeng .	a' nz @@mc @@tr @@pe @@mq @@lr nigr , sc tz @@lvc @@rlru @@pe @@ng .
Dckta yrkrpxbz kc nzwz-krde sc tqmwitxpe mou mz Trmctu Nemya' .	dckta yrkr @@px @@bz @@Ø kc nz @@wz @@kr @@de sc tq @@mwi @@tx @@pe @@Ø mou mz trmctu Nemya' .
Tqrpibo namncpwz trpnzngr .	tq @@r @@pi @@bo na @@mnc @@pwz trpnzngr .
Trau trmatq-zlwzu mz drtwrnge a' krla tqmatq zlwz mz drtwrnge nzwzngr .	trau tr @@matq @@zlwz @@u mz drtwr @@nge a' krla tq @@matq zlwz mz drtwr @@nge nz @@wz @@ngr .
Zbz mz yiz 1936 Mzdealwx sc tqyagoxpe , nzyagox-krde etutx zlwz .	zbz mz yiz 1936 Mzdealwx sc tq @@yagox @@pe @@Ø , nz @@yagox @@kr @@de etu @@tx zlwz .
"Rpibo bade kx , "" Sore , Dckta !"""	"r @@pi @@bo bade kx , "" sore , dckta !"""
Ngrlrkr , ngrlrkr ma nyzgr mz trtenge x nigr kc tqama-atekr .	ngrlr @@kr , ngrlr @@kr ma nyz @@gr mz trte @@nge x nigr kc tq @@ama @@ate @@kr .
X klas e fom ngrde krlzbzle rlimz .	x klas e fom ngr @@de krlz @@bz @@le rlimz .
Rlaszkr Narnztilolx mz nzmncpe-krgr Bokapwr mz yiz 1930 .	rlasz @@kr Narnztilolx mz nz @@mnc @@pe @@kr @@gr Bokapwr mz yiz 1930 .
Kx trnzmcpelru kc me nzvzkilr , dzbedr kc tqlipe .	kx tr @@nz @@mc @@pe @@lr @@u kc me nz @@vz @@ki @@lr , dzbe @@dr kc tq @@li @@pe .
Prtrx mz dzbede lc navzng .	prtr @@x mz dzbede lc na @@vz @@ng .
Nc nzlu lcng trplrkqtuu , tqopilvz nqvi x trdou .	nc nzlu lcng tr @@plrkqtu @@u , tq @@opilvz nqvi x tr @@do @@u .
Napi-moupo merikol kcng tq tqngi testimcne scnge mz dckrlzde kc 14 .	na @@pi @@mou @@mq @@x merikol kcng tq tq @@ngi testimcne sc @@nge mz dckrlzde kc 14 .
Vzox prla teox bot , x xlrbo Mcnika Imztq yrnineopebz bange prla , rpile nangi nigr ncdr .	vz @@o @@x prla te @@o @@x bot , x xlr @@bo Mcnika Imztq yrni @@ne @@o @@pe @@bz bange prla , r @@pi @@le na @@ngi ni @@gr ncdr .
Kx tqvzbzkr kc nrlc sikapu txpwz mz bq r tewa .	kx tq @@vz @@bz @@kr kc nrlc sikapu txpwz mz bq r tewa .
Krlc merikol kx rblx nzmrbrtr-krde mz drtwrnge , murde nc teomo x nrla nc ninz da kx topwz , a' se tqmeitio mz katris .	krlc merikol kx rblx nz @@mrbr @@tr @@kr @@de mz drtwr @@nge , murde nc teomo x nrla nc ninz da kx topwz , a' se tq @@mei @@ti @@o mz katris .
Sc tqmcpex kx nqvi lr lemwzlo kxmrna esz'txu ngi krkc txpwz tqdolapx-ngrne mrkc wq .	sc tq @@mc @@pe @@x kx nqvi lr lemwzlo kx @@mrna esz'txu ngi krkc txpwz tq @@do @@la @@px @@ngr @@ne mrkc wq .
Xlrbzkr waelas ycmnepe mz nibr bz nyz kzu .	xlr @@bz @@kr waelas ycmne @@pe mz nibr bz nyz kzu .
Mz nzvz-krdr kc nzobq-moupqng mq , a' nc nzlu kc mrbrpe trtupeu mrkc .	mz nz @@vz @@kr @@dr kc nz @@obq @@mou @@mq @@ng mq , a' nc nzlu kc mrbr @@pe tr @@tu @@pe @@u mrkc .
Trtenge kalo lrpzu x lxenge pxi lrpzu .	trte @@nge kalo lrpzu x lxe @@nge pxi @@Ø lrpzu .
Drtwr ngrde nidr dalr nrlckxbq x nzdc-zvzng mz nrlckxbq .	drtwr ngr @@de nidr dalr nrlckxbq x nz @@dc @@zvz @@ngq mz nrlckxbq .
Pi-kzpo mz Daniel Boerger nzrtwzngr letz kcng tzrtctxngr mz alfabet ngr Natqgu .	pi @@kz @@bo mz Daniel Boerger nz @@rtwz @@ngr letz kcng tz @@rtctx @@ngr mz alfabet ngr Natqgu .
49 . Nzmncpe-krgr Tzngarare	49 . nz @@mnc @@pe @@kr @@gr Tzngarare
Mzli lc Dckta Foks kzdq Sade tqamukxtr Pawa x kzdq Sade Alankaulz .	mzli lc Dckta Foks kzdq Sade tq @@a @@mu @@kx @@tr Pawa x kzdq Sade Alankaulz .
Mqngr drka' kcng tqmctiamu mz ma kc tqtuom mz newz kc topwzne , drlzdr esz'ti , nzblqking amrlx .	mqngr drka' kcng tq @@mc @@ti @@amu mz ma kc tq @@tu @@o @@mq @@Ø mz newz kc topwzne , drlz @@dr esz' @@ti , nz @@blqki @@ng amrlx .
X nar ncboi kcma sc tqdotrbe elr .	x nar ncboi kcma sc tq @@do @@tr @@be elr .
X nwei' kx etu tqmwitxlzm elr .	x nwei' kx etu tq @@mwi @@tx @@lz @@mq elr .
Mnctikr mrlcde wiki li .	mnc @@ti @@kr mrlcde wiki li .
"Nzrpibzlr kx , "" Trgalr , a' ycpwz pipz nzbz-krgr .”"	"nz @@r @@pi @@bz kx , "" trgalr , a' ycpwz pipz nz @@bz @@kr @@gr .”"
Ayzlu-ngrbo natqde kx , “ Eu Mama , murde trau kc nzkam bange mz temz myaszpxle krkc nzkam bange mz skul mzli kc .”	a @@yzlu @@ngr @@bo natq @@de kx , “ eu mama , murde trau kc nz @@ka @@mq bange mz temz mya @@sz @@px @@le krkc nz @@ka @@mq bange mz skul mzli kc .”
Kx mcle nzvz-krnge sc tqkqlepebzle ninge .	kx mc @@le nz @@vz @@kr @@nge sc tq @@kqle @@pe @@bz @@le ninge .
Mzte nzmc mz mangrkxnzyagoxng Lwovz mz 20 Jun 1963 .	mz @@te nz @@mc mz manyzkxnzyagoxng Lwovz mz 20 Jun 1963 .
Kxetu ngr skul lc drtqde Alfred Hill .	kx @@etu ngr skul lc drtq @@de Alfred Hill .
04 . Nzrpilzngr Nigr Mz Lrlvz	04 . nz @@r @@pilz @@ngr nigr mz Lrlvz
Zbz sc tzveopebz pulis kcng x Ketea badr doa nedeng nigr mrkc Maluu .	zbz sc tz @@ve @@o @@pe @@bz pulis kcng x Ketea badr doa ne @@de @@ngq nigr mrkc Maluu .
"Rpibz Mama kx , "" Ninge Kxakrlz kx ngi nar skul x ni-kzpc' Mama ."""	"r @@pi @@bz mama kx , "" ninge kxakrlz kx ngi nar skul x ni @@kz @@mq @@x mama ."""
Mztea kx na-aelwati-ngrbz dalr trmctu , Mrnzq , Bznwz , Nrrle , Lvepx , Napr x Yc .	mztea kx na @@aelwa @@ti @@ngr @@bz dalr trmctu , Mrnzq , Bznwz , Nrrle , Lvepx , Napr x Yc .
Mz nzvecngr lcde yctxbz lcsu scdr lr Japan kxtrka .	mz nzvecngr lcde yc @@tx @@bz lcsu sc @@dr lr Japan kx @@trka .
Mz yiz 1955 vz-moux Nea mz nzrtangrtingr drtc' kzble kx naycngr skul kc Nemya' , murde Nemya' topwz x trpnzngr me napeti dakxnzng .	mz yiz 1955 vz @@mou @@x Nea mz nz @@rtangr @@ti @@ngr drtc' kzble kx na @@yc @@ngr skul kc Nemya' , murde Nemya' topwz x trpnzngr me na @@peti dakxnzng .
72 . Nzwzkr Nzrtekqtrngr Nzryrngrkxtr Krlzmle Sada Krus	72 . nz @@wz @@kr nz @@r @@tekqtr @@ngr nz @@r @@yr @@ngr @@kx @@tr krlz @@mq @@le Sada Krus
Nzvz-ngrmlr bange mz nzrlxti-krmlr kio kcng nzwrde tq .	nz @@vz @@ngr @@mq @@lr bange mz nz @@rlxti @@kr @@mq @@lr kio kcng nzwr @@de tq .
Vokr x prckr mz kzdq skul drtqde Alankaulz Skul .	vo @@kr x pr @@c @@kr mz kzdq skul drtq @@de Alankaulz Skul .
Zbz sc tqrpipemle kx natwzpex klas kcng li .	zbz sc tq @@r @@pi @@pe @@mq @@le kx na @@twz @@pe @@x klas kcng li .
"Sa naomimc mz nourla , bea x milzpq da kx nangqnamu ."""	"sa na @@o @@mi @@mq @@x mz nourla , bea x milzpq da kx na @@ngq @@amu ."""
