Over 300 Iraqis are reported dead and 500 reported wounded in Fallujah alone .	Over 300 Iraqi @@s are reported dead and 500 reported wounded in Fallujah alone .
Al - Iraqiyah tv said that ICDC were controlling Ramadi .	Al - Iraqiyah tv said that ICDC were controlling Ramadi .
Elena 's motorcycle tour through the region around Chernobyl has revived interest in one of the most serious nuclear disasters in history .	Elena 's motorcycle tour through the region around Chernobyl has revived interest in one of the most serious nuclear disaster @@s in history .
We all know what happened , but even to this day , there are many different versions and opinions on how it happened and what effect Chernobyl will have on the health of people affected by the fallout .	We all know what happened , but even to this day , there are many different version @@s and opinion @@s on how it happened and what effect Chernobyl will have on the health of people affected by the fallout .
UPDATE :	UPDATE :
Now you can tour Chernobyl and write your own story .	Now you can tour Chernobyl and write your own story .
This is not a post about fault - finding or assigning blame .	This is not a post about fault - finding or assigning blame .
It is a time to learn what happened and how it may affect the future .	It is a time to learn what happened and how it may affect the future .
This was heavily promoted by the Australasian Radiation Protection Society in a press release titled THE MYTHS OF CHERNOBYL which contained the following :	This was heavily promoted by the Australasian Radiation Protection Society in a press release titled THE MYTHS OF CHERNOBYL which contained the following :
CHERNOBYL ACCIDENT : TEN YEARS ON	CHERNOBYL ACCIDENT : TEN YEARS ON
The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .	The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effect @@s .
Here are some excerpts :	Here are some excerpts :
There is a lot to learn about Chernobyl .	There is a lot to learn about Chernobyl .
Being well - informed will give you certainty and that is desirable in a world of conflicting reports .	Being well - informed will give you certainty and that is desirable in a world of conflicting reports .
There are a wealth of references on Chernobyl .	There are a wealth of reference @@s on Chernobyl .
Read some of the following links and draw your own conclusions .	Read some of the following links and draw your own conclusion @@s .
I would be interested in hearing what conclusions you reached and what you found that was most convincing .	I would be interested in hearing what conclusion @@s you reached and what you found that was most convincing .
radiation :	radiation :
Remember the old shoe sizing machines that was a form of radiation xray ?	Remember the old shoe sizing machine @@s that was a form of radiation xray ?
That too was stopped .	That too was stopped .
One of them is the Rest and Recuperation Program , wherein a child can come to the US for a few weeks in the summer .	One of them is the Rest and Recuperation Program , wherein a child can come to the US for a few weeks in the summer .
The urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings I have .	The urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings I have .
Take care , my friend , Linda	Take care , my friend , Linda
I 'm sorry to say Elena 's story has been revealed to be a fake .	I 'm sorry to say Elena 's story has been revealed to be a fake .
What do the new al - Qaeda videotape and audio speeches of Bin Laden and Ayman al - Zawahiri tell us about the hopes of the remaining top leadership of the organization ?	What do the new al - Qaeda videotape and audio speeches of Bin Laden and Ayman al - Zawahiri tell us about the hopes of the remaining top leadership of the organization ?
Musharraf has been trying to purge his officer corps of the substantial number of al - Qaeda sympathizers .	Musharraf has been trying to purge his officer corps of the substantial number of al - Qaeda sympathizer @@s .
His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operatives , over 400 of whom the Pakistanis have turned over to the US .	His military intelligence has captured major figure @@s like Abu Zubayda and Khalid Shaykh Muhammad , as well as nearly 500 other al - Qaeda operative @@s , over 400 of whom the Pakistani @@s have turned over to the US .
Musharraf held elections in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .	Musharraf held election @@s in October of 2002 , in which center - right parties did well , but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition , MMA .
MMA also captured the Northwest Frontier Province , which probably shelters Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border .	MMA also captured the Northwest Frontier Province , which probably shelter @@s Bin Laden and al - Zawahiri , and is in a joint government of Baluchistan Province , also on the Afghanistan border .
If al - Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officers , they can hope to catapult the MMA to power as political allies and hosts .	If al - Qaeda can kill Musharraf or instigate a military coup against him by Islamist junior officer @@s , they can hope to catapult the MMA to power as political allies and hosts .
They would thereby gain control of a major base for terrorist operations , which is also a nuclear power .	They would thereby gain control of a major base for terrorist operation @@s , which is also a nuclear power .
All this is highly unlikely , as with most al - Qaeda crackpot schemes .	All this is highly unlikely , as with most al - Qaeda crackpot schemes .
But so was it unlikely that a small group of Arab mujahidin would virtually take over Afghanistan .	But so was it unlikely that a small group of Arab mujahidin would virtual @@ly take over Afghanistan .
Response : The US must do whatever it can to strengthen the legitimacy of the Pakistani government .	Response : The US must do whatever it can to strengthen the legitimacy of the Pakistani government .
"On the one hand , it should pressure Musharraf to take off his uniform and run for president in a fair election , and to repeal the contentious "" Legal Framework Order "" that essentially perpetuates his dictatorship ."	"On the one hand , it should pressure Musharraf to take off his uniform and run for president in a fair election , and to repeal the contentious "" Legal Framework Order "" that essential @@ly perpetuates his dictatorship ."
On the other hand , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue .	On the other hand , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue .
The Kashmir issue generates far more terrorism , and even the threat of nuclear war , than Iraq ever did .	The Kashmir issue generate @@s far more terrorism , and even the threat of nuclear war , than Iraq ever did .
Response : The US has succeeded in politically isolating Hamas , and started the process of cutting off its funding .	Response : The US has succeeded in political @@ly isolating Hamas , and started the process of cutting off its funding .
This terrorist organization can now only pull off far less sophisticated bombings and attacks .	This terrorist organization can now only pull off far less sophisticated bombing @@s and attack @@s .
It should continue to be defanged .	It should continue to be defanged .
But Sharon 's iron fist is simply not working as a means of establishing general peace , and the Bush administration will have to finally apply effective pressure on Sharon to stop his outrages in and colonization of the West Bank and Gaza .	But Sharon 's iron fist is simply not working as a means of establishing general peace , and the Bush administration will have to finally apply effective pressure on Sharon to stop his outrages in and colonization of the West Bank and Gaza .
3 ) Make Iraq another Afghanistan , using the Republican Right 's own tactics against them .	3 ) Make Iraq another Afghanistan , using the Republican Right 's own tactics against them .
Response : Iraq is actually hostile territory for al - Qaeda , and without Iraqi sympathizers it can not succeed there .	Response : Iraq is actually hostile territory for al - Qaeda , and without Iraqi sympathizer @@s it can not succeed there .
Certainly , the Shiites already hate al - Qaeda and would help ; likewise the Kurds .	Certainly , the Shiite @@s already hate al - Qaeda and would help ; likewise the Kurds .
The Americans have to put away their free - market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households .	The American @@s have to put away their free - market fetishism for a while and find ways of creating jobs and pumping money into Iraqi household @@s .
We need an FDR in Iraq , not a Ronald Reagan .	We need an FDR in Iraq , not a Ronald Reagan .
Getting the Spanish out of Iraq is n't nearly as good a rallying cry for al - Qaeda in the Arab world as getting the Americans and British out .	Getting the Spanish out of Iraq is n't nearly as good a rallying cry for al - Qaeda in the Arab world as getting the American @@s and British out .
George W. Bush alleged Thursday that John Edwards lacks the experience necessary to be president .	George W. Bush alleged Thursday that John Edwards lacks the experience necessary to be president .
The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .	The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000 , so this sort of cheap shot just hoists him by his own petard .
Let 's just remember a seminal Bush moment in 1999 :	Let 's just remember a seminal Bush moment in 1999 :
' Bush fails reporter 's pop quiz on international leaders	' Bush fails reporter 's pop quiz on international leaders
November 5 , 1999	November 5 , 1999
Web posted at : 3:29 p.m. EST ( 2029 GMT )	Web posted at : 3:29 p.m. EST ( 2029 GMT )
WASHINGTON ( CNN ) --	WASHINGTON ( CNN ) - @@-
"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots , but President Bill Clinton says Bush "" should , and probably will , pick up "" those names ."	"Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots , but President Bill Clinton says Bush "" should , and probably will , pick up "" those names ."
The front - runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller , a political reporter for WHDH - TV in Boston .	The front - runner for the 2000 Republican presidential nomination faltered Thursday in an international affair @@s pop quiz posed by Andy Hiller , a political reporter for WHDH - TV in Boston .
Bush	Bush
Hiller asked Bush to name the leaders of Chechnya , Taiwan , India and Pakistan .	Hiller asked Bush to name the leaders of Chechnya , Taiwan , India and Pakistan .
"Bush was only able to give a partial response to the query on the leader of Taiwan , referring to Taiwanese President Lee Teng - hui simply as "" Lee . """	"Bush was only able to give a partial response to the query on the leader of Taiwan , referring to Taiwanese President Lee Teng - hui simply as "" Lee . """
He could not name the others .	He could not name the others .
 Can you name the general who is in charge of Pakistan ? 	Can you name the general who is in charge of Pakistan ?
Hiller asked , inquiring about Gen. Pervaiz Musharraf , who seized control of the country October 12 .	Hiller asked , inquiring about Gen. Pervaiz Musharraf , who seized control of the country October 12 .
 Wait , wait , is this 50 questions ?  asked Bush .	Wait , wait , is this 50 question @@s ? asked Bush .
"Hiller replied : "" No , it 's four questions of four leaders in four hot spots . "" . . ."	"Hiller replied : "" No , it 's four question @@s of four leaders in four hot spots . "" . . ."
"Bush , in answering the question about the leader of Pakistan , also said : "" The new Pakistani general , he 's just been elected -- not elected , this guy took over office ."	"Bush , in answering the question about the leader of Pakistan , also said : "" The new Pakistani general , he 's just been elected - @@- not elected , this guy took over office ."
"It appears this guy is going to bring stability to the country and I think that 's good news for the subcontinent . """	"It appears this guy is going to bring stability to the country and I think that 's good news for the subcontinent . """
Gore released a statement Friday taking Bush to task for his comments on Pakistan 's recent coup .	Gore released a statement Friday taking Bush to task for his comment @@s on Pakistan 's recent coup .
" Further , I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty .	 Down @@hill @@er , I find it even more disturb @@ing that he made these comment @@s about a nation that just last year test @@ed nucleus @@ar weapon @@s -- short @@ly after voice @@ing his public oppose @@ition to the Comprehensive Test Ban Treaty ."	Further , I find it even more disturbing that he made these comment @@s about a nation that just last year tested nuclear weapon @@s - @@- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty . Down @@hill @@er , I find it even more disturb @@ing that he made these comment @@s about a nation that just last year test @@ed nucleus @@ar weapon @@s - @@- short @@ly after voice @@ing his public oppose @@ition to the Comprehensive Test Ban Treaty .
A spokesman for President Clinton also criticized Bush 's comments .	A spokesman for President Clinton also criticized Bush 's comment @@s .
 It is very dangerous for this country to condone the overthrow of democratically elected governments ,  said David Leavy , spokesman for the National Security Council .	It is very dangerous for this country to condone the overthrow of democratic @@ally elected government @@s , said David Leavy , spokesman for the National Security Council .
"Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """	"Not only did Bush not know who General Pervez Musharraf was , he seems to have confused coup - making with "" taking office , "" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military , then the world 's strongest supporter of the Taliban , would bring "" stability ! """
Musharraf made his coup in part because of the military 's anger over Prime Minister Nawaz Sharif 's willingness to back down from confronting India over Kashmir , so that he explicitly came to power as a warmonger .	Musharraf made his coup in part because of the military 's anger over Prime Minister Nawaz Sharif 's willingness to back down from confronting India over Kashmir , so that he explicitly came to power as a warmonger .
I ca n't tell you how ominous I found Bush 's performance in that interview .	I ca n't tell you how ominous I found Bush 's performance in that interview .
"I still remember him stuttering about "" the General , "" unable to remember Musharraf 's name ."	"I still remember him stuttering about "" the General , "" unable to remember Musharraf 's name ."
He obviously had no idea what he was talking about , though he demonstrated a number of ill - fated instincts .	He obvious @@ly had no idea what he was talking about , though he demonstrated a number of ill - fated instinct @@s .
"He obviously liked authoritarian rule better than democracy , equating dictatorship with "" stability . """	"He obvious @@ly liked authoritarian rule better than democracy , equating dictatorship with "" stability . """
And , he did n't think he needed to know anything about South Asia , with its nuclear giants and radical religious politics -- the latter a dire security threat to the US .	And , he did n't think he needed to know anything about South Asia , with its nuclear giants and radical religious politics - @@- the latter a dire security threat to the US .
He could n't tell when things were becoming more unstable as opposed to less .	He could n't tell when things were becoming more unstable as opposed to less .
Musharraf went on to play nuclear brinkmanship with India in 2002 , risking war twice that year .	Musharraf went on to play nuclear brinkmanship with India in 2002 , risking war twice that year .
Although Musharraf did turn against the Taliban after September 11 , under extreme duress from the US , elements of his military continued to support radical Islamism and have recently been implicated in assassination attempts on Musharraf himself .	Although Musharraf did turn against the Taliban after September 11 , under extreme duress from the US , element @@s of his military continued to support radical Islamism and have recently been implicated in assassination attempt @@s on Musharraf himself .
"This was the body that Bush proclaimed was bringing "" stability "" to the region in fall of 1999 ."	"This was the body that Bush proclaimed was bringing "" stability "" to the region in fall of 1999 ."
So , one answer to Bush 's charge about Edwards is that if it had any merit , Bush should have declined to run himself .	So , one answer to Bush 's charge about Edwards is that if it had any merit , Bush should have declined to run himself .
Another answer is that Edwards certainly knows far more about foreign affairs now than Bush did then .	Another answer is that Edwards certainly knows far more about foreign affair @@s now than Bush did then .
Indeed , given how Bush has rampaged around the world alienating allies and ignoring vital conflicts with the potential to blow back on the US , one might well argue that Edwards knows more now than Bush does .	Indeed , given how Bush has rampaged around the world alienating allies and ignoring vital conflict @@s with the potential to blow back on the US , one might well argue that Edwards knows more now than Bush does .
"This is what Edwards ' campaign literature said about his positions : "" Edwards believes that the U.S. must be an active leader to help resolve conflicts , from reducing tensions between India and Pakistan to the peace process in Northern Ireland ."	"This is what Edwards ' campaign literature said about his position @@s : "" Edwards believe @@s that the U.S. must be an active leader to help resolve conflict @@s , from reducing tension @@s between India and Pakistan to the peace process in Northern Ireland ."
"Edwards is a strong supporter of Israel , and believes that the U.S. has a vital role in promoting peace between the Israelis and the Palestinians . """	"Edwards is a strong supporter of Israel , and believe @@s that the U.S. has a vital role in promoting peace between the Israeli @@s and the Palestinian @@s . """
I do n't see Bush doing any of this .	I do n't see Bush doing any of this .
From Friday 's Daily Star	From Friday 's Daily Star
By Juan Cole	By Juan Cole
Friday , June 04 , 2004	Friday , June 04 , 2004
As the American public gradually wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism .	As the American public gradually wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the condition @@s for anti @@- @@American terrorism .
Ironically , among the strongest proponents of war in Iraq were Israeli Prime Minister Ariel Sharon and his neoconservative supporters in the US .	Ironically , among the strongest proponents of war in Iraq were Israeli Prime Minister Ariel Sharon and his neoconservative supporter @@s in the US .
Have they , however , actually weakened Israeli security ?	Have they , however , actually weakened Israeli security ?
The biggest threat Israel faces is not from conventional armies but from the asymmetrical tactics of Palestinian national liberation movements .	The biggest threat Israel faces is not from conventional armies but from the asymmetrical tactics of Palestinian national liberation movement @@s .
The derailing of the Oslo peace process by the hard - line policies of Sharon and the Palestinian intifada has encouraged suicide bombings .	The derailing of the Oslo peace process by the hard - line policies of Sharon and the Palestinian intifada has encouraged suicide bombing @@s .
This , in turn , has discouraged international investment in Israel and has made it less likely that immigrants to the country will actually remain there .	This , in turn , has discouraged international investment in Israel and has made it less likely that immigrants to the country will actually remain there .
Although Israel withdrew from Lebanese territory in May 2000 , the radical Lebanese Shiite party , Hizbullah , has not been mollified .	Although Israel withdrew from Lebanese territory in May 2000 , the radical Lebanese Shiite party , Hizbullah , has not been mollified .
Any thorough assessment of the impact of the Iraq war and its aftermath on Israel 's security environment must , therefore , closely examine its likely effect on the conduct of asymmetrical warfare .	Any thorough assessment of the impact of the Iraq war and its aftermath on Israel 's security environment must , therefore , closely examine its likely effect on the conduct of asymmetrical warfare .
Although it is often alleged ( without much evidence ) that Saddam Hussein gave money to the families of Palestinian suicide bombers and so encouraged asymmetrical warfare , it is not clear that he actually posed a danger to Israel .	Although it is often alleged ( without much evidence ) that Saddam Hussein gave money to the families of Palestinian suicide bomber @@s and so encouraged asymmetrical warfare , it is not clear that he actually posed a danger to Israel .
The Palestinians who have been willing to kill themselves to end the Israeli occupation of the Gaza Strip and the West Bank were not driven by economic considerations .	The Palestinian @@s who have been willing to kill themselves to end the Israeli occupation of the Gaza Strip and the West Bank were not driven by economic consideration @@s .
Saddam never did anything practical to help the Palestinians .	Saddam never did anything practical to help the Palestinian @@s .
At some points , as in the late 1980s , he reportedly made behind - the - scenes overtures to the Israelis to arrive at some sort of a deal .	At some points , as in the late 1980 @@s , he reported @@ly made behind - the - scenes overtures to the Israeli @@s to arrive at some sort of a deal .
He did not allow Palestinian radicals to launch operations against Israel from Iraq .	He did not allow Palestinian radical @@s to launch operation @@s against Israel from Iraq .
Its ramshackle army had virtually collapsed before the American invasion in 2003 .	Its ramshackle army had virtual @@ly collapsed before the American invasion in 2003 .
If it is hard to see how Baathist Iraq posed any real threat to Israel , it is not so difficult to see a menace in the current instability .	If it is hard to see how Baathist Iraq posed any real threat to Israel , it is not so difficult to see a menace in the current instability .
The bungling of post-war Iraq by the Bush administration created a weak and failed state .	The bungling of post @@- @@war Iraq by the Bush administration created a weak and failed state .
The more radical Shiites , who generally follow the theocratic notions of Iran 's Ayatollah Ruhollah Khomeini , routinely chant and demonstrate against Israel .	The more radical Shiite @@s , who general @@ly follow the theocratic notions of Iran 's Ayatollah Ruhollah Khomeini , routinely chant and demonstrate against Israel .
They vehemently protested the Israeli assassination of Sheikh Ahmed Yassin , the leader of Hamas , last March .	They vehemently protested the Israeli assassination of Sheikh Ahmed Yassin , the leader of Hamas , last March .
These Shiite movements had been suppressed by Saddam Hussein 's regime , but have now organized and armed themselves .	These Shiite movement @@s had been suppressed by Saddam Hussein 's regime , but have now organized and armed themselves .
They have also reestablished their historical links with Lebanese and Iranian Shiites .	They have also re @@established their historical links with Lebanese and Iranian Shiite @@s .
It is inevitable that most Iraqi Shiites will side with their Hizbullah coreligionists against Israel , and it seems likely that Iraqi Shiites will get rich enough from Iraqi petroleum sales in the future that they will be in a good position to bankroll Lebanese Shiite radicals .	It is inevitable that most Iraqi Shiite @@s will side with their Hizbullah coreligionists against Israel , and it seems likely that Iraqi Shiite @@s will get rich enough from Iraqi petroleum sales in the future that they will be in a good position to bankroll Lebanese Shiite radical @@s .
Sunni Arab fundamentalists deeply sympathize with the Palestinians and with Hamas , and those in Iraq have deep historical inks with fundamentalists in Jordan and Palestine .	Sunni Arab fundamentalist @@s deeply sympathize with the Palestinian @@s and with Hamas , and those in Iraq have deep historical inks with fundamentalist @@s in Jordan and Palestine .
Iraqi cities such as Fallujah and Ramadi were on the truck route from Amman to Baghdad , and so came under the influence of the Salafi movement , which is popular in Jordan .	Iraqi cities such as Fallujah and Ramadi were on the truck route from Amman to Baghdad , and so came under the influence of the Salafi movement , which is popular in Jordan .
Secular Arab nationalist groups also universally sympathize with the Palestinians , and those in post-Saddam Iraq are no exception .	Secular Arab nationalist groups also universal @@ly sympathize with the Palestinian @@s , and those in post @@- @@Saddam Iraq are no exception .
An Iraq in which armed fundamentalist and nationalist militias proliferate is inevitably a security worry for Israel .	An Iraq in which armed fundamentalist and nationalist militias proliferate is inevitably a security worry for Israel .
